"GreenPatches","K","TotalBM","k.i","Payoffs","beta.i","Loggers","highMinCut","lowMinCut","loggers30Periods","highMC30Periods","lowMC30Periods","highLowMC30Periods"
"1267","9.31","14135","9.55","6.005","0.50788540951549","100","41","52","73","35","38","73"
"1296","9.31","14489.5","9.52","3.975","0.50877979221237","100","41","51","74","35","39","74"
"1290","9.31","14721","9.7","4.285","0.50877979221237","100","44","51","74","35","39","74"
"1293","9.31","14641","9.59","7.145","0.50993640561105","100","44","51","74","34","40","74"
"1276","9.31","14649.5","9.68","5.345","0.51668710838658","100","44","50","74","35","39","74"
"1286","9.31","14660.5","9.76","5.085","0.51866460931995","100","44","50","74","36","38","74"
"1265","9.31","14422","9.66","7.345","0.51515777331761","100","43","50","74","35","39","74"
"1261","9.31","14343.5","9.45","6.42","0.51791316841381","100","42","51","73","34","39","73"
"1286","9.31","14413.5","9.78","5.085","0.51989066934718","100","42","50","73","34","39","73"
"1264","9.31","14149","9.81","8.13","0.52186817028056","100","43","50","73","34","39","73"
"1314","9.31","14495.5","9.78","4.025","0.52109410709024","100","43","49","73","34","39","73"
"1288","9.31","14491","9.94","7.59","0.52542183062729","100","45","48","73","35","38","73"
"1270","9.31","14481","10.06","6.305","0.52109410709024","100","44","49","74","35","39","74"
"1296","9.31","14786.5","9.93","2.91","0.51434755326283","100","44","50","74","35","39","74"
"1290","9.31","14648","9.78","6.765","0.51084071726048","100","43","51","73","34","39","73"
"1284","9.31","14668.5","9.85","5.255","0.51319093986415","100","44","51","73","34","39","73"
"1255","9.31","14410.5","9.99","7.37","0.51476709927751","100","45","50","73","35","38","73"
"1249","9.31","14252","10.07","5.465","0.51099936108779","100","45","50","73","35","38","73"
"1265","9.31","14033.5","9.91","6.08","0.50749252508545","100","45","51","72","34","38","72"
"1246","9.31","13787","9.79","7.11","0.50749252508545","100","45","52","72","34","38","72"
"1245","9.31","13658.5","9.89","7.565","0.51099936108779","100","45","51","73","35","38","73"
"1238","9.31","14025.5","9.94","1.955","0.5071224045601","100","45","50","73","34","39","73"
"1195","9.31","13797.5","9.79","6.01","0.50637229216837","100","45","51","73","34","39","73"
"1217","9.31","13960","10","1.06","0.50794845158172","100","46","51","73","35","38","73"
"1212","9.31","13654.5","9.94","4.45","0.50559822897805","100","45","51","73","34","39","73"
"1212","9.31","13321","9.77","6.075","0.50399811876611","100","44","51","73","33","40","73"
"1211","9.31","13159.5","9.69","6.635","0.49812338294699","100","44","52","74","33","41","74"
"1180","9.31","13023","9.58","5.545","0.49577316034332","100","44","53","74","33","41","74"
"1210","9.31","13166.5","9.46","2.82","0.49577316034332","100","43","53","74","33","41","74"
"1190","9.31","13230","9.31","2.955","0.49692977374199","100","42","53","73","32","41","73"
"1208","9.31","13224","9.27","3.135","0.49335216259667","100","43","54","74","33","41","74"
"1238","9.31","13273.5","9.17","3.99","0.49177600318332","100","42","55","74","33","41","74"
"1247","9.31","13597.5","9.24","2.59","0.49375350411669","100","42","55","74","34","40","74"
"1257","9.31","14003","9.27","1.855","0.49573100505007","100","43","55","74","34","40","74"
"1254","9.31","14020","9.32","6.225","0.50353641745818","100","43","54","74","35","39","74"
"1246","9.31","14040.5","9.35","4.565","0.50353641745818","100","44","54","74","36","38","74"
"1224","9.31","14041.5","9.28","3.425","0.49805208052246","100","44","55","75","36","39","75"
"1204","9.31","13753.5","9.28","4.905","0.49943493489633","100","44","55","74","36","38","74"
"1159","9.31","13336.5","9.07","4.665","0.49585732375101","100","43","56","73","35","38","73"
"1181","9.31","13108.5","9.08","3.39","0.49387982281764","100","43","56","73","35","38","73"
"1192","9.31","12925","9.14","4.47","0.49387982281764","100","43","56","74","35","39","74"
"1199","9.31","12889","9.17","4.2","0.49387982281764","100","43","56","73","35","38","73"
"1150","9.31","12812.5","9.21","3.88","0.49190232188426","100","43","56","73","36","37","73"
"1125","9.31","12658.5","9.09","2.79","0.4915790257033","100","42","56","73","35","38","73"
"1137","9.31","12312","9.2","4.36","0.49315518511666","100","42","55","73","35","38","73"
"1138","9.31","11921","9.29","5.785","0.49990588789219","100","42","54","72","35","37","72"
"1163","9.31","11946","9.14","3.89","0.50065600028392","100","41","55","72","35","37","72"
"1176","9.31","12244.5","9.15","1.665","0.50065600028392","100","41","55","72","36","36","72"
"1181","9.31","12403.5","9.19","3.65","0.49867849935054","100","42","55","72","36","36","72"
"1166","9.31","12447.5","9.33","3.7","0.5000572047763","100","43","54","72","36","36","72"
"1177","9.31","12636","9.12","2.06","0.49703957897831","100","42","55","72","36","36","72"
"1176","9.31","12530","9.12","4.24","0.49703957897831","100","42","55","73","37","36","73"
"1151","9.31","12472.5","8.99","2.685","0.49543946876637","100","41","55","74","37","37","74"
"1151","9.31","12352.5","8.9","3.675","0.49466540557605","100","41","55","73","36","37","73"
"1150","9.31","12337.5","8.78","2.425","0.4930892461627","100","40","56","73","36","37","73"
"1142","9.31","12162.5","8.78","3.285","0.49468935637464","100","40","56","73","36","37","73"
"1159","9.31","12263.5","8.95","1.9","0.49528400293414","100","40","55","72","36","36","72"
"1143","9.31","12147","9.13","4.675","0.4995825793399","100","40","55","72","36","36","72"
"1134","9.31","12093.5","9.17","3.195","0.50115873875326","100","40","55","72","36","36","72"
"1140","9.31","11831.5","9.17","4.45","0.49918123781988","100","40","55","72","37","35","72"
"1112","9.31","11615","9.37","3.68","0.50214025160711","100","43","54","72","37","35","72"
"1068","9.31","11438.5","9.55","2.26","0.50613141033833","100","44","52","72","37","35","72"
"1058","9.31","11083.5","9.46","3.575","0.50914903613632","100","43","52","72","36","36","72"
"1055","9.31","11102","9.52","-0.715","0.50717153520294","100","43","52","72","36","36","72"
"1085","9.31","10830.5","9.39","3.57","0.49982618586791","100","42","53","72","35","37","72"
"1067","9.31","10731.5","9.44","2.51","0.50519403426957","100","43","53","72","36","36","72"
"1090","9.31","10998.5","9.53","-0.595","0.50321653333619","100","44","53","73","36","37","73"
"1100","9.31","11244","9.73","-0.095","0.50556675593986","100","44","51","74","36","38","74"
"1069","9.31","11043.5","9.53","3.395","0.50935844492817","100","43","52","74","36","38","74"
"1038","9.31","10790.5","9.79","3.485","0.51368616846521","100","43","50","74","36","38","74"
"1058","9.31","11027","9.89","-2.545","0.51566366939859","100","43","50","75","36","39","75"
"1054","9.31","10888.5","9.94","0.155","0.51566366939859","100","44","50","74","36","38","74"
"1059","9.31","10848","10.1","-1.145","0.51801389200226","100","46","49","73","36","37","73"
"1048","9.31","10639","10.15","2.155","0.52036411460593","100","46","49","72","36","36","72"
"1016","9.31","10462.5","10.36","0.285","0.52391777495266","100","47","47","72","37","35","72"
"1035","9.31","10203","10.48","1.175","0.52391777495266","100","47","47","73","38","35","73"
"1064","9.31","10565.5","10.61","-2.96","0.52589527588604","100","48","47","73","39","34","73"
"1082","9.31","10698.5","10.49","0.26","0.52354505328237","100","48","48","74","40","34","74"
"1051","9.31","10595","10.37","2.935","0.52052742748438","100","49","49","75","40","35","75"
"1036","9.31","10722.5","10.24","-1.39","0.52354505328237","100","48","50","75","39","36","75"
"1029","9.31","10590.5","10.1","0.47","0.51573964087426","100","47","51","74","38","36","74"
"1036","9.31","10395.5","9.96","1.3","0.51573964087426","100","46","51","74","38","36","74"
"993","9.31","9936.5","10.34","2.985","0.51141191733721","100","47","44","75","38","33","71"
"1031","9.31","9912.5","10.34","1.24","0.51141191733721","100","47","44","74","38","32","70"
"1034","9.31","10087.5","10.18","-1.04","0.50983575792386","100","46","45","74","38","32","70"
"1054","9.31","10316.5","10.15","-0.86","0.50785825699048","100","46","47","75","38","34","72"
"1092","9.31","10616","9.91","-0.09","0.50326830275165","100","45","49","75","38","35","73"
"1117","9.31","11039","9.94","0.645","0.50267365619214","100","45","50","74","38","35","73"
"1139","9.31","11379","9.61","2.105","0.50032343358847","100","44","53","74","37","37","74"
"1152","9.31","11898.5","9.67","0.07","0.50230093452185","100","45","53","74","37","37","74"
"1148","9.31","12108.5","9.52","2.585","0.50423161111084","100","44","53","74","36","38","74"
"1159","9.31","12337.5","9.55","1.505","0.5095994595125","100","44","52","75","37","38","75"
"1148","9.31","12578","9.4","0.215","0.50225411017746","100","43","53","75","37","38","75"
"1183","9.31","12807","9.53","1.365","0.50423161111084","100","43","53","75","37","38","75"
"1177","9.31","12844.5","9.36","3.55","0.50423161111084","100","42","53","75","36","39","75"
"1146","9.31","12534.5","9.44","5.755","0.50780922225615","100","43","53","75","36","39","75"
"1124","9.31","12139.5","9.5","5.95","0.5094093324681","100","43","52","76","37","39","76"
"1086","9.31","11856.5","9.67","1.955","0.51399928670693","100","43","50","76","37","39","76"
"1102","9.31","11540","9.56","3.005","0.51239917649499","100","42","51","75","36","39","75"
"1119","9.31","11449","9.72","3.16","0.50810060008923","100","43","51","75","37","38","75"
"1143","9.31","11537.5","9.6","2.84","0.50430891110092","100","43","51","76","38","38","76"
"1139","9.31","11596.5","9.64","3.8","0.50430891110092","100","44","51","76","38","38","76"
"1132","9.31","11656.5","9.51","4.17","0.50810060008923","100","43","51","76","37","39","76"
"1125","9.31","11852","9.6","2.11","0.51358493702495","100","44","51","75","37","38","75"
"1126","9.31","11780.5","9.49","4.005","0.51242832362627","100","44","52","75","37","38","75"
"1123","9.31","11748","9.56","2.37","0.51440582455965","100","44","52","75","38","37","75"
"1141","9.31","12049","9.39","-0.14","0.5108989885573","100","43","52","75","37","38","75"
"1084","9.31","11873","9.23","2.715","0.50657126502026","100","42","53","74","36","38","74"
"1097","9.31","11617.5","9.35","3.045","0.50657126502026","100","42","52","75","36","39","75"
"1121","9.31","11840.5","9.53","-1.585","0.5108989885573","100","42","51","76","37","39","76"
"1112","9.31","11602","9.67","2.76","0.51824433789234","100","42","50","75","37","38","75"
"1128","9.31","11611","9.84","1.785","0.51824433789234","100","44","50","75","37","38","75"
"1107","9.31","11616.5","9.64","2.075","0.51473750189","100","43","51","75","37","38","75"
"1081","9.31","11345","9.6","3.915","0.51473750189","100","43","51","75","36","39","75"
"1037","9.31","10875","9.64","4.3","0.51633761210194","100","43","51","74","36","38","74"
"1068","9.31","10731.5","9.76","1.365","0.52092756634077","100","43","49","74","36","38","74"
"1052","9.31","10510.5","9.92","3.165","0.52290506727415","100","44","49","73","36","37","73"
"1064","9.31","10812.5","9.85","-1.2","0.52592269307214","100","44","49","74","36","38","74"
"1085","9.31","11025.5","9.68","0.31","0.52434653365878","100","43","50","75","36","39","75"
"1079","9.31","11202","9.67","-0.665","0.52625325944918","100","43","50","74","35","39","74"
"1063","9.31","11062","9.46","2.295","0.52364080614372","100","42","51","73","34","39","73"
"1106","9.31","11382","9.62","-1.23","0.53098615547876","100","43","51","73","35","38","73"
"1107","9.31","11346.5","9.73","2.945","0.53098615547876","100","43","51","73","36","37","73"
"1127","9.31","11478.5","9.96","1.545","0.53256231489211","100","44","49","73","36","37","73"
"1140","9.31","11462.5","9.93","3.605","0.5295793503063","100","45","50","73","36","37","73"
"1139","9.31","11657","10","2.165","0.5276726245159","100","45","50","72","35","37","72"
"1184","9.31","12269","10.05","-0.605","0.5276726245159","100","45","50","72","36","36","72"
"1214","9.31","12872.5","9.92","0.685","0.5314643135042","100","44","51","72","36","36","72"
"1190","9.31","13185","10.03","1.47","0.52948681257083","100","45","51","72","37","35","72"
"1191","9.31","13462.5","10.07","0.995","0.53485466097249","100","45","51","72","37","35","72"
"1170","9.31","13162.5","10.27","4.825","0.54220001030752","100","47","48","72","37","35","72"
"1171","9.31","13035","10.46","2.205","0.54220001030752","100","48","48","72","38","34","72"
"1168","9.31","12773.5","10.52","4.77","0.54954535964256","100","48","47","72","38","34","72"
"1149","9.31","12379.5","10.33","6.18","0.55333704863086","100","47","48","72","38","34","72"
"1122","9.31","12255.5","10.51","2.86","0.5568438846332","100","47","46","73","39","34","73"
"1142","9.31","12054.5","10.51","4.8","0.55882138556658","100","47","46","73","40","33","73"
"1144","9.31","11996","10.55","3.655","0.55882138556658","100","48","46","74","40","34","74"
"1157","9.31","12137.5","10.47","2.285","0.55345353716492","100","47","47","74","39","35","74"
"1186","9.31","12360","10.41","2.56","0.54808568876326","100","47","48","73","38","35","73"
"1208","9.31","12864.5","10.29","0.005","0.54375796522621","100","48","49","73","37","36","73"
"1154","9.31","12528.5","10.09","6.355","0.53827362829049","100","47","50","74","38","36","74"
"1141","9.31","12641","10.32","1.37","0.54364147669216","100","47","49","74","39","35","74"
"1204","9.31","12799","10.38","2.01","0.54364147669216","100","47","49","73","39","34","73"
"1216","9.31","12922.5","10.21","4.01","0.53984978770385","100","46","49","73","38","35","73"
"1217","9.31","13127.5","10.1","3.915","0.54171080010317","100","46","49","72","37","35","72"
"1204","9.31","13111.5","10","5.935","0.54547853829288","100","45","49","71","36","35","71"
"1177","9.31","13078","9.89","3.855","0.54011068989122","100","44","50","71","36","35","71"
"1225","9.31","13201.5","9.76","3.915","0.53709306409324","100","43","51","71","35","36","71"
"1239","9.31","13664.5","9.72","0.67","0.53709306409324","100","43","51","72","36","36","72"
"1235","9.31","13915","9.92","1.575","0.53709306409324","100","44","50","71","36","35","71"
"1188","9.31","13430.5","9.79","6.745","0.53895407649255","100","43","51","70","35","35","70"
"1173","9.31","12927.5","9.92","6.515","0.54093157742593","100","43","50","70","35","35","70"
"1180","9.31","12926","10.06","2.4","0.54093157742593","100","44","50","70","36","34","70"
"1167","9.31","12847.5","9.94","2.235","0.54394920322392","100","43","50","70","35","35","70"
"1190","9.31","12573","10.04","5.89","0.54592670415729","100","45","50","70","36","34","70"
"1172","9.31","12330.5","10.04","6.72","0.54317130906109","100","46","51","71","36","35","71"
"1204","9.31","12639.5","9.87","2.145","0.54082108645742","100","45","52","71","36","35","71"
"1203","9.31","12950.5","9.97","2.905","0.54618893485908","100","46","51","71","36","35","71"
"1210","9.31","13075","9.99","3.625","0.55048751126484","100","47","51","71","37","34","71"
"1222","9.31","13088.5","9.82","5.63","0.54511966286318","100","46","52","71","36","35","71"
"1254","9.31","13606","9.95","1.615","0.55048751126484","100","46","51","71","37","34","71"
"1264","9.31","13779.5","9.8","5","0.55350513706283","100","45","51","71","37","34","71"
"1268","9.31","14001","9.63","4.68","0.54971344807453","100","44","51","71","36","35","71"
"1264","9.31","14293.5","9.62","4.11","0.55157446047384","100","43","51","72","37","35","72"
"1271","9.31","14537","9.45","2.925","0.54620661207219","100","42","51","72","36","35","71"
"1250","9.31","14485.5","9.47","4.155","0.54922423787017","100","41","52","71","35","35","70"
"1256","9.31","14370.5","9.6","4.585","0.54922423787017","100","43","52","71","35","35","70"
"1246","9.31","14090","9.64","5.965","0.55120173880355","100","43","51","71","35","35","70"
"1206","9.31","13484.5","9.64","9.5","0.55416075259078","100","43","51","71","35","35","70"
"1208","9.31","13218.5","9.56","6.91","0.55181052998711","100","43","52","71","35","36","71"
"1242","9.31","13539","9.42","2.23","0.54722057574827","100","43","53","72","35","37","72"
"1240","9.31","13674","9.54","4.73","0.55270491268399","100","43","52","72","35","37","72"
"1243","9.31","13815.5","9.42","4.8","0.55009245937853","100","42","52","72","35","37","72"
"1243","9.31","13937.5","9.52","4.65","0.55546030778019","100","42","52","73","35","38","73"
"1240","9.31","13976","9.44","3.83","0.54811495844515","100","43","53","73","35","38","73"
"1213","9.31","13709","9.46","5.885","0.54752031188565","100","43","53","72","35","37","72"
"1215","9.31","13857","9.58","1.895","0.54949781281903","100","43","53","71","35","36","71"
"1252","9.31","14083","9.51","1.7","0.54412996441737","100","43","53","72","35","37","72"
"1248","9.31","14076.5","9.3","4.06","0.53876211601571","100","42","54","72","35","37","72"
"1231","9.31","13782.5","9.5","6.395","0.54656752842381","100","43","53","73","36","37","73"
"1249","9.31","13804.5","9.6","5.135","0.55193537682547","100","43","52","73","36","37","73"
"1239","9.31","13681","9.46","6.84","0.5495851542218","100","42","53","73","36","37","73"
"1236","9.31","13595.5","9.27","5.925","0.54723493161813","100","41","54","72","35","37","72"
"1241","9.31","13443","9.47","6.98","0.54723493161813","100","42","54","72","35","37","72"
"1296","9.31","13984","9.47","2.265","0.54723493161813","100","42","54","72","36","36","72"
"1317","9.31","14326","9.52","5.94","0.55260278001979","100","43","54","72","36","36","72"
"1268","9.31","14537.5","9.36","5.195","0.55100266980785","100","43","55","71","35","36","71"
"1231","9.31","14414.5","9.2","6.095","0.54914165740853","100","42","54","71","34","37","71"
"1220","9.31","13860.5","9.07","6.98","0.54756549799518","100","42","55","70","33","37","70"
"1198","9.31","13609","9.07","4.56","0.54756549799518","100","42","55","71","33","38","71"
"1211","9.31","13517","9.1","3.765","0.54756549799518","100","43","55","72","33","39","72"
"1211","9.31","13499","8.96","3.625","0.54219764959352","100","42","56","73","34","39","73"
"1223","9.31","13696","9.09","1.725","0.54377380900687","100","42","55","73","35","38","73"
"1217","9.31","13918","8.97","1.095","0.54377380900687","100","42","56","73","35","38","73"
"1209","9.31","13473","8.84","7.33","0.54026697300453","100","41","57","74","36","38","74"
"1229","9.31","13447","8.84","4.87","0.54026697300453","100","41","57","74","36","38","74"
"1242","9.31","13655","8.87","3.31","0.54026697300453","100","41","57","74","37","37","74"
"1239","9.31","13865","8.9","3.06","0.54184313241788","100","41","57","74","37","37","74"
"1227","9.31","13793","8.78","5.835","0.53805144342958","100","40","57","74","36","38","74"
"1218","9.31","13605","8.92","6.28","0.53573036795719","100","40","56","74","37","37","74"
"1202","9.31","13362.5","8.71","5.5","0.53766104454618","100","39","57","74","36","38","74"
"1177","9.31","13118","8.75","4.98","0.53923720395953","100","39","56","74","36","38","74"
"1142","9.31","12899.5","8.79","4.195","0.54302889294784","100","40","56","75","37","38","75"
"1137","9.31","12309","8.83","6.875","0.54302889294784","100","40","56","74","37","37","74"
"1154","9.31","12187","8.72","3.195","0.53766104454618","100","39","56","73","36","37","73"
"1152","9.31","12206","8.79","3.16","0.53766104454618","100","39","56","74","36","38","74"
"1142","9.31","12098.5","8.93","4.4","0.53923720395953","100","40","55","74","36","38","74"
"1130","9.31","12188","9.01","1.93","0.5435357803653","100","41","55","73","36","37","73"
"1150","9.31","12248","8.94","2.375","0.54167476796598","100","41","55","72","35","37","72"
"1131","9.31","11852","9.12","6.315","0.54325092737934","100","41","54","72","35","37","72"
"1123","9.31","11737.5","9.23","3.8","0.53895235097357","100","41","53","71","35","36","71"
"1115","9.31","11741.5","9.28","2.935","0.53895235097357","100","41","53","72","36","36","72"
"1114","9.31","11693","9.24","2.075","0.54272008916329","100","40","53","72","35","37","72"
"1103","9.31","11771","9.03","1.025","0.53921325316095","100","39","54","73","35","38","73"
"1110","9.31","11571.5","8.9","3.72","0.53384540475929","100","39","55","73","34","39","73"
"1131","9.31","11774.5","8.82","0.105","0.53763709374759","100","39","55","73","33","40","73"
"1124","9.31","12156","8.9","-1.44","0.53333851734183","100","40","55","74","34","40","74"
"1101","9.31","12197","8.95","-0.325","0.53684535334417","100","40","54","74","34","40","74"
"1099","9.31","11984","8.99","1.35","0.53147750494251","100","42","55","74","34","40","74"
"1103","9.31","11730","8.8","1.76","0.52990134552916","100","41","56","75","34","41","75"
"1123","9.31","11729.5","8.92","1.645","0.53526919393082","100","41","55","76","34","42","76"
"1158","9.31","11850.5","8.78","2.485","0.52792384459578","100","40","56","76","33","43","76"
"1135","9.31","11940","8.64","2.78","0.52441700859344","100","39","57","76","32","44","76"
"1171","9.31","12383","8.51","0.29","0.52743463439143","100","39","58","76","32","44","76"
"1158","9.31","12281","8.54","4.835","0.52743463439143","100","39","58","76","33","43","76"
"1192","9.31","12681.5","8.34","0.495","0.52392779838908","100","38","59","77","33","44","77"
"1188","9.31","12848.5","8.51","2.625","0.52590529932246","100","40","59","77","33","44","77"
"1190","9.31","12908.5","8.47","3.42","0.52404428692314","100","40","59","77","33","44","77"
"1225","9.31","13074.5","8.47","2.925","0.52404428692314","100","40","59","76","33","43","76"
"1194","9.31","13164.5","8.34","2.84","0.51867643852148","100","39","59","76","33","43","76"
"1178","9.31","12957.5","8.13","5.805","0.51710027910813","100","38","60","77","33","44","77"
"1190","9.31","13245.5","8.2","0.5","0.51710027910813","100","38","60","78","34","44","78"
"1178","9.31","12969.5","7.99","5.81","0.51710027910813","100","37","61","77","33","44","77"
"1215","9.31","13132.5","8.09","2.17","0.51710027910813","100","37","60","77","34","43","77"
"1204","9.31","13154","7.98","3.32","0.51632621591781","100","37","61","76","33","43","76"
"1209","9.31","13068.5","7.98","5.06","0.51632621591781","100","37","61","75","33","42","75"
"1203","9.31","12851","7.98","7.255","0.52011790490611","100","37","61","75","32","43","75"
"1174","9.31","12632.5","7.77","5.81","0.5220485814951","100","36","62","75","32","43","75"
"1213","9.31","12718","7.74","5.38","0.52584027048341","100","36","63","75","31","44","75"
"1199","9.31","12846","7.83","4.52","0.52584027048341","100","36","62","76","32","44","76"
"1199","9.31","13074","7.91","3.135","0.52845272378887","100","36","61","77","33","44","77"
"1191","9.31","13177.5","8.06","3.8","0.52845272378887","100","36","59","77","33","44","77"
"1181","9.31","13090.5","7.92","3.89","0.52845272378887","100","35","59","77","32","45","77"
"1221","9.31","13016","8.02","5.84","0.53106517709433","100","35","59","76","32","44","76"
"1191","9.31","12856.5","8.07","6.625","0.53292618949365","100","35","59","76","31","45","76"
"1232","9.31","13311","8.25","1.105","0.53292618949365","100","35","58","76","31","45","76"
"1232","9.31","13550.5","8.33","3.84","0.53490369042702","100","35","58","75","31","44","75"
"1235","9.31","13674","8.19","4.355","0.5252372656196","100","35","59","75","30","45","75"
"1260","9.31","13666.5","8.38","6.6","0.5252372656196","100","37","59","74","30","44","74"
"1274","9.31","13967","8.43","4.1","0.5252372656196","100","38","59","74","30","44","74"
"1263","9.31","13990","8.48","6.555","0.52874410162194","100","39","59","74","30","44","74"
"1235","9.31","13864.5","8.52","6.97","0.53225093762428","100","40","59","73","30","43","73"
"1220","9.31","13825","8.4","4.915","0.53225093762428","100","39","58","72","29","43","72"
"1218","9.31","13618","8.19","6.22","0.52688308922262","100","38","59","72","29","43","72"
"1257","9.31","13840.5","8.12","2.535","0.52151524082097","100","37","59","72","29","43","72"
"1252","9.31","13790","8.23","7.345","0.52688308922262","100","38","58","72","29","43","72"
"1224","9.31","13817.5","8.33","4.945","0.528860590156","100","38","58","72","29","43","72"
"1245","9.31","13867.5","8.14","4.7","0.52624813685054","100","37","59","72","28","44","72"
"1238","9.31","13708","7.96","5.125","0.52467197743718","100","36","60","72","28","44","72"
"1231","9.31","13614.5","7.81","4.075","0.51930412903552","100","36","61","71","27","44","71"
"1192","9.31","13373.5","7.68","5.11","0.51904189833373","100","35","61","72","27","45","72"
"1162","9.31","12908","7.71","6.97","0.52061805774709","100","35","60","72","27","45","72"
"1110","9.31","12329.5","7.56","6.815","0.51826783514342","100","34","61","72","26","46","72"
"1159","9.31","12086","7.48","5.08","0.51669167573006","100","34","62","73","27","46","73"
"1158","9.31","12229","7.61","1.73","0.51669167573006","100","34","62","73","27","46","73"
"1184","9.31","12620.5","7.76","-1.335","0.52205952413172","100","35","61","73","28","45","73"
"1218","9.31","12943","7.83","2.145","0.52440974673539","100","36","60","73","28","45","73"
"1216","9.31","13376","7.7","0.35","0.51904189833373","100","35","61","73","28","45","73"
"1212","9.31","13481","7.54","3.2","0.52179729342993","100","34","62","74","29","45","74"
"1196","9.31","13336","7.62","5.285","0.51749871702417","100","35","62","73","29","44","73"
"1202","9.31","13225","7.79","4.505","0.52286656542583","100","36","60","73","29","44","73"
"1200","9.31","13229.5","8","3.265","0.52637340142817","100","36","59","72","29","43","72"
"1197","9.31","13502","7.81","1.18","0.52823441382749","100","35","60","72","28","44","72"
"1153","9.31","12865.5","7.83","8","0.53360226222915","100","35","59","72","29","43","72"
"1182","9.31","12875.5","7.9","1.98","0.53557976316252","100","35","58","71","29","42","71"
"1194","9.31","12857.5","8.15","3.15","0.53987833956829","100","36","58","71","30","41","71"
"1182","9.31","12644.5","7.94","5.68","0.54289596536628","100","35","59","71","29","42","71"
"1166","9.31","12565.5","8.06","4.52","0.54719454177204","100","35","59","71","29","42","71"
"1178","9.31","12839","8.17","1.605","0.55686096657946","100","35","58","71","29","42","71"
"1186","9.31","12769","8.29","4.785","0.55686096657946","100","35","57","71","29","42","71"
"1172","9.31","12580","8.51","5.775","0.56036780258181","100","37","56","71","29","42","71"
"1169","9.31","12510.5","8.37","3.83","0.55499995418015","100","36","57","71","29","42","71"
"1158","9.31","12569","8.3","2.035","0.54963210577849","100","37","58","72","30","42","72"
"1146","9.31","12440.5","8.12","3.24","0.5466144799805","100","36","59","73","31","42","73"
"1151","9.31","12241.5","8.17","4.86","0.55012131598284","100","36","59","73","31","42","73"
"1194","9.31","12402.5","8","2.98","0.54632962699454","100","35","59","73","30","43","73"
"1217","9.31","12801.5","8.21","2.33","0.54632962699454","100","37","59","74","31","43","74"
"1227","9.31","13067.5","8.35","4.62","0.54632962699454","100","37","58","74","31","43","74"
"1235","9.31","13568","8.45","1.96","0.54632962699454","100","37","58","75","31","44","75"
"1231","9.31","13848.5","8.52","2.755","0.5516974753962","100","38","57","74","31","43","74"
"1222","9.31","13665","8.73","5.045","0.55525113574293","100","38","55","73","31","42","73"
"1196","9.31","13361","8.85","5.28","0.56061898414459","100","39","54","74","32","42","74"
"1201","9.31","13298.5","9","3.28","0.56061898414459","100","40","54","73","32","41","73"
"1199","9.31","13096","8.92","5.86","0.55525113574293","100","40","55","73","31","42","73"
"1169","9.31","12810","8.97","7.075","0.55875797174527","100","40","54","73","31","42","73"
"1169","9.31","12669","8.78","4.205","0.55339012334361","100","39","55","73","30","43","73"
"1148","9.31","12466","8.94","4.435","0.55875797174527","100","40","55","73","31","42","73"
"1136","9.31","12531","8.75","1.335","0.54909154693785","100","39","55","73","31","42","73"
"1176","9.31","12539","8.82","2.37","0.54711404600447","100","39","55","73","31","42","73"
"1183","9.31","12794","8.89","1.27","0.54711404600447","100","40","56","73","31","42","73"
"1169","9.31","12888.5","8.73","2.47","0.54174619760281","100","40","56","73","30","43","73"
"1175","9.31","12685.5","8.65","5.325","0.53207977279539","100","39","57","73","30","43","73"
"1172","9.31","12734","8.46","2.895","0.52671192439373","100","38","58","73","30","43","73"
"1172","9.31","13052","8.52","-1.16","0.5290621469974","100","39","58","73","30","43","73"
"1169","9.31","12703","8.35","5.425","0.52555531099506","100","38","59","74","31","43","74"
"1153","9.31","12267","8.18","7.44","0.52555531099506","100","37","60","74","31","43","74"
"1156","9.31","12213","8.18","3.53","0.52125673458929","100","37","60","75","31","44","75"
"1157","9.31","12305","8.38","2.47","0.52662458299095","100","37","58","74","31","43","74"
"1185","9.31","12723","8.54","0.065","0.52662458299095","100","37","57","74","31","43","74"
"1174","9.31","12981.5","8.64","0.92","0.52860208392433","100","39","57","74","32","42","74"
"1190","9.31","12964","8.64","3.93","0.53092315939672","100","39","57","73","32","41","73"
"1187","9.31","13047.5","8.48","3.1","0.52555531099506","100","38","58","72","31","41","72"
"1191","9.31","12991.5","8.48","4.3","0.52555531099506","100","38","58","72","31","41","72"
"1190","9.31","12773","8.31","5.77","0.52176362200675","100","37","58","72","31","41","72"
"1182","9.31","12825","8.17","2.96","0.51797193301845","100","36","58","72","31","41","72"
"1194","9.31","12828","8.2","4.595","0.52227050942421","100","37","58","72","32","40","72"
"1187","9.31","12836.5","8.28","4.89","0.52227050942421","100","38","58","72","33","39","72"
"1165","9.31","12738","8.16","5.355","0.52069435001086","100","37","59","72","32","40","72"
"1186","9.31","12641","7.95","4.57","0.51718751400851","100","36","60","72","31","41","72"
"1195","9.31","12924","8.07","1.76","0.51718751400851","100","37","60","73","31","42","73"
"1192","9.31","12993","8.07","3.685","0.51718751400851","100","37","60","73","32","41","73"
"1217","9.31","13323","7.94","1.645","0.51339582502021","100","36","61","73","32","41","73"
"1192","9.31","13176","7.94","5.245","0.51537332595358","100","36","61","72","32","40","72"
