"GreenPatches","K","TotalBM","k.i","Payoffs","beta.i","Loggers","highMinCut","lowMinCut","loggers30Periods","highMC30Periods","lowMC30Periods","highLowMC30Periods"
"1171","9.31","12736.5","10.53","3.73","0.41387557497797","100","48","47","73","40","33","73"
"1172","9.31","12788.5","10.39","3.485","0.41766726396628","100","48","47","73","40","33","73"
"1189","9.31","12747","10.47","5.125","0.41336868756051","100","48","47","73","41","32","73"
"1186","9.31","12530","10.43","6.43","0.41143801097153","100","48","48","74","42","32","74"
"1202","9.31","12881","10.5","2.07","0.40957699857221","100","48","48","75","43","32","75"
"1223","9.31","13106.5","10.31","2.75","0.40957699857221","100","47","49","75","42","33","75"
"1249","9.31","13403.5","10.42","3.535","0.41545173439133","100","47","48","75","42","33","75"
"1225","9.31","13239.5","10.5","7.8","0.41115315798557","100","47","47","74","42","32","74"
"1214","9.31","13272","10.49","4.865","0.41230977138424","100","47","48","73","41","32","73"
"1249","9.31","13767","10.43","1.045","0.40264334657681","100","48","49","73","40","33","73"
"1253","9.31","13665","10.28","5.985","0.39483793416871","100","48","50","73","39","34","73"
"1248","9.31","13786.5","10.09","4.31","0.38896319834959","100","47","50","73","38","35","73"
"1238","9.31","13781.5","9.9","4.565","0.39089387493858","100","46","51","72","37","35","72"
"1247","9.31","14007","9.92","2.815","0.39089387493858","100","46","50","71","37","34","71"
"1265","9.31","14143","9.78","4.605","0.38308846253047","100","46","50","71","36","35","71"
"1249","9.31","14212.5","9.57","4.875","0.37528305012236","100","45","51","70","35","35","70"
"1202","9.31","14133.5","9.45","3.035","0.36940831430324","100","44","52","70","35","35","70"
"1169","9.31","13561.5","9.29","5.845","0.36783215488989","100","43","53","70","34","36","70"
"1144","9.31","12956","9.16","4.97","0.36048680555485","100","43","54","70","33","37","70"
"1147","9.31","12521.5","9.21","3.525","0.36636154137397","100","43","53","71","33","38","71"
"1154","9.31","12371.5","9.34","2.3","0.37370689070901","100","43","52","72","34","38","72"
"1154","9.31","12512","9.23","0.545","0.3699152017207","100","42","52","72","34","38","72"
"1147","9.31","12320.5","9.32","4.165","0.36561662531494","100","43","52","72","34","38","72"
"1144","9.31","12119.5","9.49","4.25","0.37149136113406","100","43","52","72","34","38","72"
"1126","9.31","11852","9.36","5.695","0.36793770078733","100","42","53","72","34","38","72"
"1172","9.31","12058.5","9.41","2.06","0.36793770078733","100","42","53","72","35","37","72"
"1182","9.31","12301","9.59","3.35","0.36951386020068","100","42","52","72","36","36","72"
"1182","9.31","12612.5","9.6","1.47","0.3753885960198","100","42","52","73","36","37","73"
"1159","9.31","12495.5","9.67","5.14","0.37306752054741","100","43","52","74","37","37","74"
"1143","9.31","12316.5","9.72","5.5","0.37736609695318","100","43","51","74","37","37","74"
"1135","9.31","12237.5","9.9","3.175","0.37306752054741","100","43","51","75","38","37","75"
"1182","9.31","12538","9.93","1.23","0.37306752054741","100","44","51","74","38","36","74"
"1194","9.31","12763.5","9.97","2.39","0.36876894414165","100","44","51","73","38","35","73"
"1212","9.31","13053","10.02","2.67","0.37464367996077","100","45","51","74","38","36","74"
"1225","9.31","13331","9.97","3.365","0.37109001961404","100","45","50","75","39","36","75"
"1239","9.31","13593.5","9.93","2.61","0.37302069620303","100","44","50","76","40","36","76"
"1198","9.31","13361","10.13","7.245","0.37889543202214","100","45","49","75","40","35","75"
"1167","9.31","13158","10.13","4.565","0.37889543202214","100","45","49","75","41","34","75"
"1171","9.31","12830","10.06","4.96","0.37302069620303","100","45","50","75","40","35","75"
"1195","9.31","13029","10.17","0.735","0.38268712101045","100","46","50","75","41","34","75"
"1173","9.31","13013","10.29","2.28","0.38856185682957","100","47","49","76","41","35","76"
"1177","9.31","12826.5","10.45","4.285","0.39013801624292","100","48","49","76","41","35","76"
"1158","9.31","12575.5","10.29","5.26","0.38856185682957","100","48","50","76","40","36","76"
"1177","9.31","12428","10.15","4.855","0.38670084443025","100","47","50","76","40","36","76"
"1160","9.31","12551","10.22","2.335","0.39636726923768","100","47","48","77","40","37","77"
"1193","9.31","12729","10.34","2.54","0.39794342865103","100","47","48","77","40","37","77"
"1134","9.31","12157.5","10.47","8.225","0.40224200505679","100","48","47","78","40","38","78"
"1133","9.31","12102.5","10.32","2.77","0.39636726923768","100","47","47","77","39","38","77"
"1133","9.31","11928.5","10.16","4.06","0.39636726923768","100","46","47","77","38","39","77"
"1166","9.31","12024.5","10.23","2.33","0.39636726923768","100","45","47","76","37","39","76"
"1146","9.31","12101.5","10.37","2.71","0.40224200505679","100","46","46","75","37","38","75"
"1138","9.31","12140","10.24","2.38","0.40031132846781","100","46","46","75","37","38","75"
"1154","9.31","12107.5","10.38","2.69","0.39838065187882","100","45","46","75","37","38","75"
"1186","9.31","12289","10.21","2.6","0.40217234086712","100","44","47","74","36","38","74"
"1200","9.31","12588.5","10.32","2.845","0.39436692845901","100","44","47","74","36","38","74"
"1223","9.31","12931","10.21","4.565","0.38899908005736","100","44","48","74","36","38","74"
"1239","9.31","13239.5","10.19","4.075","0.38520739106905","100","45","49","73","35","38","73"
"1215","9.31","13491","10.34","1.825","0.38520739106905","100","47","48","73","36","37","73"
"1209","9.31","13567","10.18","3.465","0.38141570208074","100","47","49","74","37","37","74"
"1223","9.31","13418.5","10.21","6.275","0.38141570208074","100","47","49","73","37","36","73"
"1229","9.31","13451","10.35","3.995","0.38729043789986","100","47","48","73","37","36","73"
"1220","9.31","13337.5","10.31","6.34","0.38349874891156","100","46","47","73","36","37","73"
"1217","9.31","13345","10.44","4.3","0.3870055849139","100","47","46","73","36","37","73"
"1273","9.31","13607","10.49","3.475","0.38542942550055","100","47","47","73","35","38","73"
"1236","9.31","13531.5","10.51","6.96","0.38542942550055","100","47","47","73","36","37","73"
"1253","9.31","13808","10.48","3.89","0.38922111448885","100","47","47","74","36","38","74"
"1240","9.31","13896","10.58","4.81","0.38922111448885","100","48","47","74","37","37","74"
"1223","9.31","13704","10.59","6.255","0.39301280347716","100","47","47","73","36","37","73"
"1198","9.31","13233.5","10.67","7.98","0.39656646382389","100","48","46","72","36","36","72"
"1181","9.31","13039","10.63","4.89","0.39119861542223","100","49","47","71","35","36","71"
"1177","9.31","13098","10.69","1.9","0.39549719182799","100","49","47","70","35","35","70"
"1139","9.31","12803","10.89","4.03","0.39119861542223","100","51","47","71","36","35","71"
"1135","9.31","12571","10.71","3.44","0.39312929201122","100","50","48","72","37","35","72"
"1117","9.31","12294","10.61","3.815","0.39155313259786","100","49","48","73","37","36","73"
"1129","9.31","11870","10.5","5.485","0.39155313259786","100","48","48","74","38","36","74"
"1087","9.31","11747","10.38","1.91","0.39155313259786","100","48","49","73","37","36","73"
"1052","9.31","11093.5","10.35","5.97","0.39155313259786","100","48","49","73","37","36","73"
"1070","9.31","10955.5","10.5","1.415","0.3950599686002","100","49","49","74","37","37","74"
"1083","9.31","10987","10.33","0.56","0.39348380918685","100","48","50","74","36","38","74"
"1085","9.31","11002.5","10.19","1.54","0.38997697318451","100","47","50","74","36","38","74"
"1098","9.31","11158","9.99","0.76","0.38410223736539","100","46","51","74","36","38","74"
"1090","9.31","11097","9.84","2.915","0.37873438896373","100","46","52","74","36","38","74"
"1087","9.31","11051","9.76","1.78","0.37873438896373","100","45","52","74","36","38","74"
"1070","9.31","11010.5","9.84","1.5","0.37873438896373","100","45","51","73","36","37","73"
"1051","9.31","10687.5","9.9","3.47","0.37873438896373","100","45","51","74","37","37","74"
"1056","9.31","10613.5","9.79","1.455","0.37494269997542","100","44","51","74","36","38","74"
"1093","9.31","10535","9.89","3.635","0.38081743579454","100","45","50","74","36","38","74"
"1083","9.31","11172.5","10.02","-2.915","0.3823935952079","100","46","49","75","37","38","75"
"1086","9.31","11312","10.04","-0.045","0.38081743579454","100","46","50","76","37","39","76"
"1070","9.31","11335.5","9.85","0.425","0.37494269997542","100","45","51","75","36","39","75"
"1058","9.31","11063","9.93","1.78","0.38081743579454","100","46","51","74","36","38","74"
"1038","9.31","10892.5","9.72","-0.135","0.37924127638119","100","45","52","74","36","38","74"
"995","9.31","10197.5","10.03","3.94","0.38353985278695","100","45","48","74","37","36","73"
"975","9.31","9752.5","10.66","1.44","0.38783842919271","100","46","40","74","38","30","68"
"1019","9.31","9977","10.64","-3.385","0.39371316501183","100","46","42","73","38","31","69"
"1007","9.31","9851","10.64","0.53","0.39371316501183","100","45","40","73","37","31","68"
"1003","9.31","9774","10.9","0.5","0.39371316501183","100","46","39","73","37","30","67"
"1006","9.31","9724.5","11.28","0.85","0.39371316501183","100","46","35","73","37","28","65"
"997","9.31","9655.5","11.41","0.27","0.38404674020441","100","45","35","73","37","28","65"
"998","9.31","9740.5","11.47","-0.98","0.37817200438529","100","46","35","73","38","27","65"
"1010","9.31","9858","12","-1.63","0.37817200438529","100","49","34","72","38","25","63"
"1057","9.31","10145","11.65","-0.575","0.37229726856617","100","48","36","72","38","26","64"
"1085","9.31","10604.5","11.33","-2.07","0.36642253274705","100","48","37","72","37","27","64"
"1055","9.31","10924","11.16","-1.535","0.37229726856617","100","49","38","72","38","26","64"
"1111","9.31","11339.5","11.17","-1.42","0.38010268097428","100","49","37","72","37","26","63"
"1115","9.31","11608.5","10.94","-0.035","0.38010268097428","100","48","38","71","36","26","62"
"1123","9.31","11577.5","10.91","3.83","0.37778160550189","100","47","39","71","37","26","63"
"1162","9.31","11935","10.64","0.745","0.37190686968277","100","45","41","72","38","26","64"
"1179","9.31","12431.5","10.34","-0.085","0.36653902128111","100","44","44","72","38","28","66"
"1183","9.31","12789.5","10.14","1.385","0.3688600967535","100","44","47","72","38","30","68"
"1170","9.31","12873","9.88","3.03","0.36298536093438","100","44","49","72","37","32","69"
"1194","9.31","13139.5","9.81","1.815","0.3688600967535","100","43","49","72","36","33","69"
"1181","9.31","13363","9.81","0.805","0.37315867315926","100","43","49","72","36","33","69"
"1180","9.31","13112.5","9.71","4.58","0.37473483257262","100","43","50","72","37","33","70"
"1192","9.31","12973.5","9.87","4.32","0.38060956839174","100","43","49","72","37","33","70"
"1163","9.31","12862","9.67","4.25","0.37874855599242","100","43","50","72","36","34","70"
"1154","9.31","12745.5","9.47","3.685","0.3768875435931","100","42","50","72","36","34","70"
"1190","9.31","12897","9.55","1.03","0.38276227941222","100","42","49","71","36","33","69"
"1179","9.31","12913.5","9.74","2.46","0.38706085581799","100","44","48","70","36","32","68"
"1151","9.31","12657","9.76","4.88","0.39293559163711","100","44","47","70","36","32","68"
"1160","9.31","12571.5","9.81","3.35","0.39723416804287","100","44","48","70","36","32","68"
"1165","9.31","12401","9.6","4.385","0.39135943222375","100","43","49","70","36","32","68"
"1183","9.31","12243","9.7","6.6","0.39565800862951","100","43","50","70","36","33","69"
"1204","9.31","12652.5","9.53","3.44","0.39565800862951","100","42","51","70","35","35","70"
"1199","9.31","12794","9.39","4.47","0.39565800862951","100","41","51","70","34","36","70"
"1174","9.31","12859","9.44","4.165","0.39565800862951","100","41","51","70","34","36","70"
"1173","9.31","12826.5","9.65","3.775","0.40153274444863","100","41","50","70","35","35","70"
"1186","9.31","12683","9.56","5.185","0.40532443343694","100","40","50","70","35","35","70"
"1241","9.31","13098","9.98","2.75","0.41119916925606","100","42","49","70","35","35","70"
"1255","9.31","13514.5","10.02","2.76","0.40153274444863","100","43","50","71","35","36","71"
"1281","9.31","14292.5","9.81","-0.695","0.39372733204053","100","42","51","72","35","37","72"
"1260","9.31","14487","9.62","3.535","0.39215117262717","100","41","52","72","34","38","72"
"1253","9.31","14377.5","9.67","4.46","0.38248474781975","100","44","53","71","33","38","71"
"1279","9.31","14423","9.47","4.675","0.38090858840639","100","43","54","71","32","39","71"
"1308","9.31","14552","9.47","4.6","0.38090858840639","100","43","54","72","33","39","72"
"1302","9.31","14817.5","9.31","4.375","0.37310317599828","100","44","55","71","32","39","71"
"1285","9.31","14837","9.15","6.505","0.36722844017917","100","43","56","71","32","39","71"
"1271","9.31","14391.5","9.25","9.95","0.37310317599828","100","43","55","71","32","39","71"
"1313","9.31","14696","9.26","4.51","0.37740175240405","100","43","55","71","32","39","71"
"1294","9.31","14907","9.12","3.825","0.37384809205732","100","43","56","71","31","40","71"
"1309","9.31","15195","9.12","3.355","0.37582559299069","100","43","56","72","31","41","72"
"1288","9.31","15304","9.15","3.22","0.38012416939646","100","43","56","72","31","41","72"
"1260","9.31","14954.5","9.15","6.3","0.38012416939646","100","43","56","72","32","40","72"
"1238","9.31","14522","9","6.505","0.38012416939646","100","42","56","73","32","41","73"
"1253","9.31","14489.5","9.09","3.355","0.38170032880981","100","42","55","73","33","40","73"
"1251","9.31","14277.5","8.88","5.835","0.38012416939646","100","41","56","73","33","40","73"
"1245","9.31","14017","8.69","7.905","0.37424943357734","100","40","57","73","33","40","73"
"1217","9.31","13840.5","8.48","5.505","0.36837469775822","100","39","58","72","32","40","72"
"1222","9.31","13645.5","8.42","5","0.36837469775822","100","38","58","72","32","40","72"
"1208","9.31","13523.5","8.21","5.41","0.3624999619391","100","37","59","72","31","41","72"
"1218","9.31","13400","8.07","5.06","0.35469454953099","100","36","60","72","31","41","72"
"1231","9.31","13512","8.08","3.14","0.35039597312523","100","36","60","72","31","41","72"
"1248","9.31","13595.5","7.93","4.39","0.34688913712288","100","35","61","72","30","42","72"
"1247","9.31","13808.5","8.06","3.34","0.352763872942","100","37","60","72","30","42","72"
"1281","9.31","13937.5","8.1","5.45","0.35474137387538","100","37","60","72","31","41","72"
"1268","9.31","14193.5","7.94","4.455","0.34693596146727","100","36","61","72","31","41","72"
"1270","9.31","14392","8.1","4.805","0.35281069728639","100","37","60","73","32","41","73"
"1242","9.31","14205","8.1","7.565","0.34851212088063","100","37","60","73","33","40","73"
"1229","9.31","14073","8.03","5.06","0.34070670847252","100","37","61","72","32","40","72"
"1269","9.31","14214","8.13","3.665","0.33640813206676","100","38","61","73","33","40","73"
"1234","9.31","14096.5","8.14","5.575","0.34070670847252","100","38","61","74","33","41","74"
"1232","9.31","13847","8.19","5.975","0.33640813206676","100","39","61","74","33","41","74"
"1217","9.31","13574","8.19","6.31","0.33210955566099","100","39","61","74","33","41","74"
"1227","9.31","13774.5","7.98","1.95","0.33053339624764","100","38","62","74","32","42","74"
