Ticks,GreenPatches,K,TotalBM,k.i,Payoffs,beta.i,highMinCut,lowMinCut
1940,1170,10.13,11834,14.23,5.84,0.574516077863364,63,27
1941,1172,10.13,12056,14.1,4.07,0.571105469390154,62,28
1942,1148,10.13,12241,14.21,3.335,0.574461367252582,62,28
1943,1161,10.13,12360,14.4,2.955,0.579534021033291,65,28
1944,1172,10.13,12343,14.73,4.98,0.577871975725792,67,26
1945,1140,10.13,12074.5,14.6,7.125,0.577817265115011,67,27
1946,1147,10.13,12262.5,14.75,2.165,0.58122787358822,67,27
1947,1143,10.13,12304.5,14.65,2.94,0.578117511234728,67,28
1948,1125,10.13,12194.5,14.51,3.155,0.578117511234729,66,28
1949,1158,10.13,12010,14.45,5.025,0.578117511234729,65,28
1950,1136,10.13,12165.5,14.4,1.065,0.574706902761519,64,28
1951,1140,10.13,12092,14.28,3.375,0.574652192150738,64,28
1952,1158,10.13,11945.5,14.34,6.405,0.574597481539957,63,29
1953,1166,10.13,12132.5,14.29,3.135,0.574597481539957,64,29
1954,1204,10.13,12597.5,14.52,1.8,0.578008090013166,66,27
1955,1215,10.13,12797.5,14.48,5.265,0.58102781073648,66,26
1956,1185,10.13,12907,14.34,6.05,0.581082521347261,65,26
1957,1192,10.13,13047,14.28,4.255,0.581382767466979,65,27
1958,1222,10.13,13288.5,14.26,3.05,0.578608582252603,64,27
1959,1229,10.13,13663,14.47,1.33,0.581718944606094,64,27
1960,1170,10.13,13305.5,14.35,6.61,0.581718944606094,64,27
1961,1199,10.13,13343.5,14.46,3.42,0.581718944606094,63,27
1962,1212,10.13,13216.5,14.69,5.8,0.585129553079303,63,24
1963,1220,10.13,13137.5,14.98,6.345,0.588485450941732,65,24
1964,1271,10.13,13385,15.25,5.89,0.588485450941731,67,23
1965,1293,10.13,13874.5,15.42,4.625,0.588540161552513,68,23
1966,1306,10.13,14377.5,15.35,3.755,0.588840407672231,67,23
1967,1259,10.13,14491.5,15.35,6.21,0.588895118283012,69,23
1968,1258,10.13,14690,15.39,2.745,0.591614592886608,69,23
1969,1255,10.13,14510,15.26,5.78,0.591614592886607,69,24
1970,1270,10.13,14214.5,15.44,7,0.595025201359817,69,23
1971,1268,10.13,13925,15.51,8.83,0.595270736868754,70,23
1972,1292,10.13,14092.5,15.45,6.04,0.592551262265158,70,23
1973,1296,10.13,14384,15.5,6.365,0.592551262265158,70,22
1974,1326,10.13,15097.5,15.41,2.055,0.59225101614544,69,23
1975,1321,10.13,15188.5,15.32,6.56,0.59225101614544,69,24
1976,1305,10.13,14986,15.2,8.805,0.59225101614544,68,24
1977,1300,10.13,14760.5,15.2,9.105,0.592305726756221,69,23
1978,1294,10.13,14796,15.37,6.79,0.59566162461865,69,23
1979,1292,10.13,14975.5,15.57,3.77,0.601791707695454,70,22
1980,1273,10.13,14516.5,15.51,9.77,0.601736997084673,71,22
1981,1278,10.13,14605,15.39,4.105,0.601736997084673,71,22
1982,1286,10.13,14639.5,15.25,5.485,0.599017522481078,70,22
1983,1253,10.13,14240,15.09,8.64,0.599263057990015,69,22
1984,1229,10.13,13962,15,7.22,0.599263057990015,69,21
1985,1253,10.13,14216.5,14.99,2.26,0.599208347379234,68,21
1986,1233,10.13,13944,15.05,7.015,0.599208347379234,67,21
1987,1225,10.13,13546.5,15.3,7.71,0.595852449516805,67,22
1988,1192,10.13,13126,15.29,7.87,0.595852449516805,66,21
1989,1194,10.13,12796.5,15.16,7.765,0.593078264302429,65,21
1990,1219,10.13,13122.5,15.39,2.46,0.593078264302428,67,21
1991,1210,10.13,13145,15.61,5.145,0.598150918083137,69,20
1992,1181,10.13,12908,15.52,6.33,0.598096207472355,69,21
1993,1182,10.13,12795.5,15.57,4.98,0.598150918083136,69,21
1994,1158,10.13,12727,15.81,3.425,0.603168861253063,70,20
1995,1169,10.13,12641.5,15.84,3.855,0.603168861253064,71,20
1996,1149,10.13,12403,15.68,4.89,0.603168861253063,70,21
1997,1169,10.13,12441.5,15.76,2.56,0.603414396762,71,21
1998,1171,10.13,12416,15.74,5.325,0.600003788288791,71,21
1999,1181,10.13,12556.5,15.67,3.595,0.596593179815581,71,22
2000,1174,10.13,12650,15.55,3.635,0.593182571342372,71,22
