period,K
6239,5.77
6240,13.17
6241,13.17
6242,14.75
6243,14.75
6244,14.75
6245,14.75
6246,14.75
6247,14.75
6248,14.75
6249,7.15
6250,5.71
6251,5.71
6252,5.71
6253,5.71
6254,5.71
6255,5.71
6256,5.71
6257,5.71
6258,5.71
6259,5.71
6260,5.71
6261,5.71
6262,12.48
6263,12.48
6264,12.48
6265,12.48
6266,12.97
6267,12.97
6268,12.97
6269,12.97
6270,8.36
6271,8.36
6272,8.36
6273,4.85
6274,4.85
6275,4.85
6276,4.85
6277,4.85
6278,4.85
6279,4.85
6280,10.69
6281,10.69
6282,12.12
6283,12.12
6284,12.12
6285,14.84
6286,14.84
6287,14.84
6288,14.84
6289,14.84
6290,14.84
6291,14.84
6292,14.84
6293,14.84
6294,14.84
6295,6.06
6296,6.06
6297,6.06
6298,6.06
6299,6.06
6300,6.06
6301,6.06
6302,6.06
6303,6.06
6304,6.06
6305,6.06
6306,6.06
6307,6.06
6308,6.06
6309,6.06
6310,14.15
6311,14.15
6312,16.03
6313,16.03
6314,16.03
6315,16.03
6316,16.03
6317,16.03
6318,16.03
6319,16.03
6320,7.87
6321,7.87
6322,5.38
6323,5.38
6324,5.38
6325,5.38
6326,5.38
6327,5.38
6328,5.38
6329,5.38
6330,5.38
6331,5.38
6332,5.38
6333,5.38
6334,5.38
6335,5.38
6336,5.38
6337,12.14
6338,12.14
6339,13.82
6340,14.87
6341,14.87
6342,14.87
6343,14.87
6344,14.87
6345,14.87
6346,14.87
6347,14.87
6348,14.87
6349,14.87
6350,14.87
6351,5.95
6352,5.95
6353,5.95
6354,5.95
6355,5.95
6356,5.95
6357,5.95
6358,5.95
6359,5.95
6360,5.95
6361,12.39
6362,12.39
6363,12.39
6364,14.84
6365,14.84
6366,14.84
6367,14.84
6368,14.84
6369,14.84
6370,14.84
6371,7.05
6372,5.37
6373,5.37
6374,5.37
6375,5.37
6376,5.37
6377,5.37
6378,5.37
6379,5.37
6380,5.37
6381,5.37
6382,5.37
6383,5.37
6384,5.37
6385,5.37
6386,5.37
6387,5.37
6388,5.37
6389,14.02
6390,14.02
6391,14.02
6392,16.49
6393,16.49
6394,16.49
6395,16.49
6396,16.49
6397,16.49
6398,16.49
6399,16.49
6400,16.49
6401,6.73
6402,5.7
6403,5.7
6404,5.7
6405,5.7
6406,5.7
6407,5.7
6408,5.7
6409,5.7
6410,5.7
6411,5.7
6412,5.7
6413,5.7
6414,5.7
6415,5.7
6416,5.7
6417,5.7
6418,5.7
6419,5.7
6420,5.7
6421,13.23
6422,13.23
6423,13.23
6424,15.7
6425,15.7
6426,15.7
6427,15.7
6428,15.7
6429,15.7
6430,15.7
6431,7.49
6432,7.49
6433,5.23
6434,5.23
6435,5.23
6436,5.23
6437,5.23
6438,5.23
6439,5.23
6440,5.23
6441,5.23
6442,5.23
6443,5.23
6444,5.23
6445,5.23
6446,5.23
6447,13.53
6448,13.53
6449,15.32
6450,15.32
6451,15.32
6452,15.32
6453,15.32
6454,15.32
6455,15.32
6456,6.56
6457,6.56
6458,6.56
6459,6.56
6460,6.56
6461,6.56
6462,6.56
6463,6.56
6464,6.56
6465,6.56
6466,6.56
6467,6.56
6468,6.56
6469,6.56
6470,6.56
6471,6.56
6472,6.56
6473,6.56
6474,6.56
6475,6.56
6476,6.56
6477,6.56
6478,6.56
6479,6.56
6480,6.56
6481,6.56
6482,13.56
6483,13.56
6484,12.1
6485,10.57
6486,10.57
6487,10.57
6488,6.73
6489,5.61
6490,5.61
6491,5.61
6492,5.61
6493,5.61
6494,5.61
6495,12.56
6496,12.56
6497,12.56
6498,12.56
6499,11.11
6500,11.11
6501,8.1
6502,8.1
6503,8.1
6504,4.45
6505,4.45
6506,4.45
6507,4.45
6508,4.45
6509,4.45
6510,4.45
6511,4.45
6512,12.65
6513,12.65
6514,12.65
6515,12.65
6516,12.65
6517,12.65
6518,12.65
6519,12.65
6520,12.65
6521,12.65
6522,12.65
6523,6.16
6524,6.16
6525,6.16
6526,6.16
6527,6.16
6528,6.16
6529,6.16
6530,6.16
6531,6.16
6532,6.16
6533,13.11
6534,13.11
6535,15.2
6536,15.2
6537,15.2
6538,15.2
6539,15.2
6540,15.2
6541,15.2
6542,6.78
6543,5.88
6544,5.88
6545,5.88
6546,5.88
6547,5.88
6548,5.88
6549,5.88
6550,5.88
6551,5.88
6552,5.88
6553,5.88
6554,5.88
6555,5.88
6556,5.88
6557,5.88
6558,12.42
6559,12.42
6560,12.42
6561,12.42
6562,12.42
6563,16.34
6564,16.34
6565,16.34
6566,16.34
6567,16.34
6568,16.34
6569,8.12
6570,8.12
6571,8.12
6572,4.45
6573,4.45
6574,4.45
6575,4.45
6576,4.45
6577,4.45
6578,4.45
6579,12.71
6580,12.71
6581,12.71
6582,12.71
6583,12.71
6584,16.5
6585,16.5
6586,16.5
6587,16.5
6588,16.5
6589,9.29
6590,9.29
6591,9.29
6592,9.29
6593,5.36
6594,5.36
6595,5.36
6596,5.36
6597,5.36
6598,5.36
6599,5.36
6600,5.36
6601,5.36
6602,5.36
6603,5.36
6604,5.36
6605,12.88
6606,12.88
6607,12.88
6608,15.63
6609,15.63
6610,15.63
6611,15.63
6612,15.63
6613,15.63
6614,15.63
6615,15.63
6616,15.63
6617,15.63
6618,6.15
6619,6.15
6620,6.15
6621,6.15
6622,6.15
6623,6.15
6624,6.15
6625,6.15
6626,6.15
6627,6.15
6628,6.15
6629,6.15
6630,6.15
6631,6.15
6632,6.15
6633,6.15
6634,14.79
6635,14.79
6636,14.79
6637,14.79
6638,14.79
6639,14.79
6640,14.79
6641,14.79
6642,14.79
6643,14.79
6644,14.79
6645,14.79
6646,14.79
6647,14.79
6648,14.79
6649,14.79
6650,14.79
6651,6.3
6652,6.3
6653,6.3
6654,6.3
6655,6.3
6656,6.3
6657,6.3
6658,6.3
6659,6.3
6660,6.3
6661,6.3
6662,6.3
6663,6.3
6664,6.3
6665,6.3
6666,6.3
6667,6.3
6668,6.3
6669,6.3
6670,6.3
6671,6.3
6672,6.3
6673,13.7
6674,13.7
6675,13.7
6676,13.7
6677,13.7
6678,18.05
6679,18.05
6680,18.05
6681,18.05
6682,18.05
6683,18.05
6684,9.8
6685,9.8
6686,9.8
6687,5.6
6688,5.6
6689,5.6
6690,5.6
6691,5.6
6692,5.6
6693,5.6
6694,5.6
6695,5.6
6696,5.6
6697,5.6
6698,5.6
6699,5.6
6700,5.6
6701,5.6
6702,13.55
6703,13.55
6704,15.71
6705,15.71
6706,15.71
6707,15.71
6708,15.71
6709,15.71
6710,15.71
6711,7.64
6712,7.64
6713,7.64
6714,4.49
6715,4.49
6716,4.49
6717,4.49
6718,4.49
6719,4.49
6720,4.49
6721,4.49
6722,4.49
6723,13.26
6724,13.26
6725,14.99
6726,14.99
6727,14.99
6728,14.99
6729,14.99
6730,14.99
6731,7.16
6732,7.16
6733,5.09
6734,5.09
6735,5.09
6736,5.09
6737,5.09
6738,5.09
6739,5.09
6740,14.4
6741,14.4
6742,14.4
6743,14.4
6744,14.4
6745,14.4
6746,14.4
6747,7.18
6748,5.53
6749,5.53
6750,5.53
6751,5.53
6752,5.53
6753,13.02
6754,13.02
6755,13.02
6756,13.02
6757,13.52
6758,13.52
6759,13.52
6760,13.52
6761,13.52
6762,13.52
6763,13.52
6764,5.3
6765,5.3
6766,5.3
6767,5.3
6768,5.3
6769,5.3
6770,5.3
6771,5.3
6772,5.3
6773,5.3
6774,5.3
6775,5.3
6776,5.3
6777,13.15
6778,13.15
6779,13.15
6780,13.15
6781,16.88
6782,16.88
6783,16.88
6784,16.88
6785,16.88
6786,16.88
6787,9.01
6788,9.01
6789,9.01
6790,5.79
6791,5.79
6792,5.79
6793,5.79
6794,5.79
6795,5.79
6796,5.79
6797,5.79
6798,5.79
6799,5.79
6800,5.79
6801,5.79
6802,5.79
6803,5.79
6804,12.82
6805,12.82
6806,12.82
6807,12.82
6808,12.82
6809,12.82
6810,12.82
6811,14.93
6812,14.93
6813,14.93
6814,14.93
6815,14.93
6816,14.93
6817,6.75
6818,5.79
6819,5.79
6820,5.79
6821,5.79
6822,5.79
6823,5.79
6824,5.79
6825,5.79
6826,5.79
6827,5.79
6828,12.89
6829,12.89
6830,14.87
6831,14.87
6832,14.87
6833,14.87
6834,14.87
6835,14.87
6836,6.76
6837,5.24
6838,5.24
6839,5.24
6840,5.24
6841,5.24
6842,5.24
6843,5.24
6844,5.24
6845,5.24
6846,5.24
6847,13.64
6848,13.64
6849,13.64
6850,13.64
6851,13.64
6852,13.64
6853,13.64
6854,6.01
6855,6.01
6856,6.01
6857,6.01
6858,6.01
6859,6.01
6860,6.01
6861,6.01
6862,6.01
6863,6.01
6864,6.01
6865,6.01
6866,6.01
6867,6.01
6868,6.01
6869,6.01
6870,6.01
6871,6.01
6872,13.12
6873,13.12
6874,13.12
6875,13.12
6876,13.12
6877,16.55
6878,16.55
6879,16.55
6880,16.55
6881,16.55
6882,16.55
6883,16.55
6884,7.81
6885,7.81
6886,7.81
6887,4.31
6888,4.31
6889,4.31
6890,4.31
6891,4.31
6892,4.31
6893,4.31
6894,4.31
6895,4.31
6896,4.31
6897,4.31
6898,12.12
6899,12.12
6900,12.12
6901,12.12
6902,16.05
6903,16.05
6904,16.05
6905,16.05
6906,16.05
6907,16.05
6908,16.05
6909,16.05
6910,8.22
6911,8.22
6912,5.77
6913,5.77
6914,5.77
6915,5.77
6916,5.77
6917,5.77
6918,5.77
6919,5.77
6920,5.77
6921,12.27
6922,12.27
6923,14.13
6924,15.04
6925,15.04
6926,15.04
6927,15.04
6928,15.04
6929,15.04
6930,15.04
6931,15.04
6932,6.9
6933,5.81
6934,5.81
6935,5.81
6936,5.81
6937,5.81
6938,5.81
6939,5.81
6940,5.81
6941,5.81
6942,5.81
6943,5.81
6944,5.81
6945,5.81
6946,5.81
6947,13.2
6948,13.2
6949,13.2
6950,13.2
6951,13.2
6952,13.2
6953,13.93
6954,13.93
6955,13.93
6956,9.14
6957,7.73
6958,7.73
6959,7.73
6960,12.19
6961,12.19
6962,12.19
6963,15.1
6964,15.1
6965,15.1
6966,15.1
6967,15.1
6968,15.1
6969,15.1
6970,15.1
6971,6.5
6972,6.5
6973,6.5
6974,6.5
6975,6.5
6976,6.5
6977,6.5
6978,6.5
6979,6.5
6980,6.5
6981,6.5
6982,6.5
6983,6.5
6984,6.5
6985,6.5
6986,6.5
6987,14.2
6988,14.2
6989,14.2
6990,13.68
6991,13.68
6992,13.68
6993,13.68
6994,13.68
6995,7.3
6996,7.3
6997,7.3
6998,4.17
6999,4.17
7000,4.17
7001,4.17
7002,4.17
7003,4.17
7004,4.17
7005,4.17
7006,11.56
7007,11.56
7008,11.56
7009,11.56
7010,11.56
7011,11.56
7012,16.38
7013,16.38
7014,16.38
7015,16.38
7016,16.38
7017,16.38
7018,7.99
7019,7.99
7020,5.73
7021,5.73
7022,5.73
7023,5.73
7024,5.73
7025,5.73
7026,5.73
7027,5.73
7028,5.73
7029,13.45
7030,13.45
7031,12.18
7032,12.18
7033,11.42
7034,11.42
7035,11.42
7036,6.58
7037,6.58
7038,6.58
7039,6.58
7040,6.58
7041,6.58
7042,14.44
7043,14.44
7044,14.44
7045,14.44
7046,14.44
7047,14.44
7048,14.44
7049,14.44
7050,14.44
7051,14.44
7052,7.31
7053,6.16
7054,6.16
7055,6.16
7056,6.16
7057,6.16
7058,6.16
7059,6.16
7060,6.16
7061,13.54
7062,13.54
7063,13.54
7064,15.66
7065,15.66
7066,15.66
7067,15.66
7068,15.66
7069,15.66
7070,15.66
7071,7.97
7072,6.25
7073,6.25
7074,6.25
7075,6.25
7076,6.25
7077,6.25
7078,6.25
7079,6.25
7080,6.25
7081,6.25
7082,6.25
7083,6.25
7084,6.25
7085,6.25
7086,13.83
7087,13.83
7088,13.83
7089,13.83
7090,13.83
7091,13.83
7092,13.83
7093,13.83
7094,7.43
7095,7.43
7096,7.43
7097,7.43
7098,7.43
7099,7.43
7100,7.43
7101,12.47
7102,12.47
7103,11.49
7104,9.5
7105,8.12
7106,7.09
7107,8.03
7108,9.39
7109,9.39
7110,11.71
7111,12.78
7112,11.32
7113,11.32
7114,11.32
7115,7.42
7116,7.42
7117,5.45
7118,5.45
7119,5.45
7120,5.45
7121,5.45
7122,5.45
7123,12.4
7124,12.4
7125,10.99
7126,10.99
7127,8.13
7128,8.13
7129,8.13
7130,5.47
7131,5.47
7132,5.47
7133,5.47
7134,5.47
7135,5.47
7136,5.47
7137,5.47
7138,5.47
7139,5.47
7140,5.47
7141,13.65
7142,13.65
7143,13.65
7144,16.48
7145,16.48
7146,16.48
7147,16.48
7148,16.48
7149,16.48
7150,16.48
7151,16.48
7152,6.7
7153,6.7
7154,4.6
7155,4.6
7156,4.6
7157,4.6
7158,4.6
7159,4.6
7160,4.6
7161,4.6
7162,4.6
7163,4.6
7164,12.16
7165,12.16
7166,12.16
7167,12.16
7168,12.16
7169,12.16
7170,12.16
7171,12.16
7172,12.16
7173,12.16
7174,12.16
7175,6.49
7176,6.49
7177,6.49
7178,6.49
7179,6.49
7180,6.49
7181,6.49
7182,6.49
7183,6.49
7184,6.49
7185,6.49
7186,6.49
7187,6.49
7188,6.49
7189,6.49
7190,6.49
7191,6.49
7192,14.47
7193,14.47
7194,14.47
7195,14.47
7196,14.47
7197,14.47
7198,14.47
7199,14.47
7200,14.47
7201,14.47
7202,14.47
7203,5.92
7204,5.92
7205,5.92
7206,5.92
7207,5.92
7208,5.92
7209,5.92
7210,5.92
7211,5.92
7212,5.92
7213,5.92
7214,5.92
7215,13.78
7216,13.78
7217,15.49
7218,15.49
7219,15.49
7220,15.49
7221,15.49
7222,15.49
7223,15.49
7224,7.41
7225,6.13
7226,6.13
7227,6.13
7228,6.13
7229,6.13
7230,6.13
7231,6.13
7232,6.13
7233,6.13
7234,6.13
7235,6.13
7236,14.67
7237,14.67
7238,14.67
7239,14.67
7240,14.67
7241,14.67
7242,14.67
7243,8.04
7244,8.04
7245,5.63
7246,5.63
7247,5.63
7248,5.63
7249,5.63
7250,13.05
7251,13.05
7252,13.05
7253,13.05
7254,13.05
7255,16.91
7256,16.91
7257,16.91
7258,16.91
7259,16.91
7260,16.91
7261,8.68
7262,8.68
7263,8.68
7264,8.68
7265,8.68
7266,3.72
7267,3.72
7268,3.72
7269,3.72
7270,3.72
7271,3.72
7272,3.72
7273,3.72
7274,3.72
7275,3.72
7276,12.85
7277,12.85
7278,12.85
7279,12.85
7280,16.05
7281,16.05
7282,16.05
7283,16.05
7284,16.05
7285,16.05
7286,16.05
7287,16.05
7288,6.53
7289,6.53
7290,6.53
7291,6.53
7292,6.53
7293,6.53
7294,6.53
7295,6.53
7296,6.53
7297,6.53
7298,6.53
7299,6.53
7300,6.53
7301,6.53
7302,6.53
7303,6.53
7304,6.53
7305,6.53
7306,6.53
7307,6.53
7308,6.53
7309,6.53
7310,6.53
7311,14.44
7312,14.44
7313,14.44
7314,14.44
7315,14.44
7316,14.44
7317,14.44
7318,14.44
7319,6.69
7320,6.69
7321,4.49
7322,4.49
7323,4.49
7324,4.49
7325,4.49
7326,4.49
7327,4.49
7328,4.49
7329,4.49
7330,4.49
7331,12.77
7332,12.77
7333,12.77
7334,15.63
7335,15.63
7336,15.63
7337,15.63
7338,15.63
7339,15.63
7340,15.63
7341,6.76
7342,5.6
7343,5.6
7344,5.6
7345,5.6
7346,5.6
7347,5.6
7348,5.6
7349,5.6
7350,14.15
7351,14.15
7352,14.15
7353,16.44
7354,16.44
7355,16.44
7356,16.44
7357,16.44
7358,16.44
7359,16.44
7360,7.78
7361,6.41
7362,6.41
7363,6.41
7364,6.41
7365,6.41
7366,6.41
7367,6.41
7368,6.41
7369,6.41
7370,6.41
7371,6.41
7372,6.41
7373,6.41
7374,6.41
7375,6.41
7376,6.41
7377,12.87
7378,12.87
7379,15.11
7380,15.11
7381,15.11
7382,15.11
7383,15.11
7384,8.06
7385,8.06
7386,5.96
7387,5.96
7388,5.96
7389,5.96
7390,5.96
7391,5.96
7392,5.96
7393,5.96
7394,5.96
7395,5.96
7396,14.5
7397,14.5
7398,14.5
7399,14.5
7400,14.5
7401,14.5
7402,14.5
7403,14.5
7404,6.45
7405,6.45
7406,6.45
7407,6.45
7408,6.45
7409,6.45
7410,6.45
7411,6.45
7412,6.45
7413,6.45
7414,6.45
7415,6.45
7416,6.45
7417,6.45
7418,6.45
7419,6.45
7420,14.06
7421,14.06
7422,15.99
7423,15.99
7424,15.99
7425,15.99
7426,15.99
7427,15.99
7428,15.99
7429,15.99
7430,15.99
7431,7.83
7432,6.68
7433,5.55
7434,5.55
7435,5.55
7436,5.55
7437,5.55
7438,5.55
7439,5.55
7440,5.55
7441,5.55
7442,5.55
7443,5.55
7444,5.55
7445,5.55
7446,5.55
7447,5.55
7448,14.39
7449,14.39
7450,14.39
7451,14.39
7452,14.39
7453,14.39
7454,14.39
7455,14.39
7456,14.39
7457,14.39
7458,14.39
7459,6.65
7460,6.65
7461,6.65
7462,6.65
7463,6.65
7464,6.65
7465,6.65
7466,6.65
7467,6.65
7468,6.65
7469,6.65
7470,13.62
7471,13.62
7472,15.17
7473,15.17
7474,15.17
7475,15.17
7476,15.17
7477,15.17
7478,15.17
7479,6.73
7480,5.46
7481,5.46
7482,5.46
7483,5.46
7484,5.46
7485,5.46
7486,5.46
7487,5.46
7488,5.46
7489,5.46
7490,5.46
7491,5.46
7492,5.46
7493,14.3
7494,14.3
7495,14.3
7496,16.88
7497,16.88
7498,16.88
7499,16.88
7500,16.88
7501,16.88
7502,16.88
7503,8.08
7504,6.66
7505,6.66
7506,6.66
7507,6.66
7508,6.66
7509,6.66
7510,6.66
7511,6.66
7512,6.66
7513,6.66
7514,6.66
7515,6.66
7516,6.66
7517,14.06
7518,14.06
7519,12.44
7520,12.44
7521,12.44
7522,12.44
7523,12.44
7524,12.44
7525,5.9
7526,5.9
7527,5.9
7528,5.9
7529,5.9
7530,5.9
7531,5.9
7532,11.65
7533,11.65
7534,11.65
7535,11.65
7536,15.66
7537,15.66
7538,15.66
7539,15.66
7540,15.66
7541,15.66
7542,15.66
7543,7.38
7544,7.38
7545,7.38
7546,7.38
7547,3.36
7548,3.36
7549,3.36
7550,3.36
7551,3.36
7552,3.36
7553,3.36
7554,3.36
7555,3.36
7556,3.36
7557,3.36
7558,12.14
7559,12.14
7560,12.14
7561,12.14
7562,15.92
7563,15.92
7564,15.92
7565,15.92
7566,15.92
7567,15.92
7568,7.17
7569,6.13
7570,6.13
7571,6.13
7572,6.13
7573,6.13
7574,6.13
7575,6.13
7576,6.13
7577,6.13
7578,6.13
7579,6.13
7580,6.13
7581,6.13
7582,6.13
7583,6.13
7584,6.13
7585,6.13
7586,6.13
7587,6.13
7588,6.13
7589,6.13
7590,6.13
7591,6.13
7592,6.13
7593,13.2
7594,13.2
7595,13.2
7596,15.61
7597,15.61
7598,15.61
7599,15.61
7600,15.61
7601,15.61
7602,8.32
7603,8.32
7604,8.32
7605,8.32
7606,3.88
7607,3.88
7608,3.88
7609,3.88
7610,10.88
7611,10.88
7612,10.88
7613,10.88
7614,10.88
7615,15.67
7616,15.67
7617,15.67
7618,15.67
7619,15.67
7620,15.67
7621,15.67
7622,15.67
7623,15.67
7624,15.67
7625,6.54
7626,6.54
7627,6.54
7628,6.54
7629,6.54
7630,6.54
7631,6.54
7632,6.54
7633,6.54
7634,6.54
7635,6.54
7636,6.54
7637,6.54
7638,6.54
7639,6.54
7640,6.54
7641,14.52
7642,14.52
7643,14.52
7644,14.52
7645,14.52
7646,14.52
7647,6.51
7648,6.51
7649,6.51
7650,6.51
7651,6.51
7652,6.51
7653,6.51
7654,6.51
7655,6.51
7656,6.51
7657,13.64
7658,13.64
7659,15.72
7660,15.72
7661,15.72
7662,15.72
7663,15.72
7664,15.72
7665,15.72
7666,15.72
7667,15.72
7668,6.55
7669,6.55
7670,6.55
7671,6.55
7672,6.55
7673,6.55
7674,6.55
7675,6.55
7676,6.55
7677,14.64
7678,14.64
7679,14.64
7680,14.64
7681,14.64
7682,14.64
7683,14.64
7684,14.64
7685,6.34
7686,6.34
7687,6.34
7688,6.34
7689,6.34
7690,6.34
7691,6.34
7692,6.34
7693,6.34
7694,6.34
7695,6.34
7696,6.34
7697,6.34
7698,6.34
7699,6.34
7700,6.34
7701,6.34
7702,6.34
7703,6.34
7704,14.04
7705,14.04
7706,15.72
7707,15.72
7708,15.72
7709,15.72
7710,15.72
7711,15.72
7712,15.72
7713,15.72
7714,15.72
7715,6.76
7716,5.54
7717,5.54
7718,5.54
7719,5.54
7720,5.54
7721,5.54
7722,5.54
7723,5.54
7724,5.54
7725,5.54
7726,5.54
7727,5.54
7728,5.54
7729,5.54
7730,5.54
7731,14.24
7732,14.24
7733,14.24
7734,13.38
7735,11.98
7736,13.21
7737,13.21
7738,13.21
7739,15.61
7740,15.61
7741,15.61
7742,15.61
7743,15.61
7744,15.61
7745,7.96
7746,6.77
7747,5.55
7748,5.55
7749,5.55
7750,5.55
7751,5.55
7752,5.55
7753,5.55
7754,5.55
7755,12.79
7756,12.79
7757,14.29
7758,14.29
7759,15.98
7760,15.98
7761,15.98
7762,15.98
7763,15.98
7764,15.98
7765,8.51
7766,6.95
7767,6.01
7768,6.01
7769,6.01
7770,6.01
7771,6.01
7772,6.01
7773,6.01
7774,6.01
7775,6.01
7776,6.01
7777,12.31
7778,12.31
7779,12.31
7780,15.46
7781,15.46
7782,15.46
7783,15.46
7784,15.46
7785,15.46
7786,15.46
7787,15.46
7788,15.46
7789,7.16
7790,7.16
7791,4.83
7792,4.83
7793,4.83
7794,4.83
7795,4.83
7796,4.83
7797,4.83
7798,11.87
7799,11.87
7800,13.55
7801,14.25
7802,15.26
7803,15.26
7804,15.26
7805,15.26
7806,15.26
7807,15.26
7808,7.21
7809,6.14
7810,6.14
7811,6.14
7812,6.14
7813,6.14
7814,6.14
7815,6.14
7816,6.14
7817,6.14
7818,6.14
7819,6.14
7820,12.89
7821,12.89
7822,12.89
7823,12.89
7824,12.89
7825,10.26
7826,10.26
7827,10.26
7828,10.26
7829,10.26
7830,10.26
7831,10.26
7832,15.77
7833,15.77
7834,15.77
7835,15.77
7836,15.77
7837,15.77
7838,15.77
7839,7.51
7840,7.51
7841,7.51
7842,7.51
7843,3.77
7844,3.77
7845,3.77
7846,3.77
7847,3.77
7848,3.77
7849,3.77
7850,3.77
7851,3.77
7852,3.77
7853,3.77
7854,12.04
7855,12.04
7856,12.04
7857,12.04
7858,12.04
7859,12.04
7860,16.59
7861,16.59
7862,16.59
7863,16.59
7864,16.59
7865,16.59
7866,16.59
7867,16.59
7868,16.59
7869,16.59
7870,6.56
7871,6.56
7872,6.56
7873,6.56
7874,6.56
7875,6.56
7876,6.56
7877,6.56
7878,6.56
7879,6.56
7880,6.56
7881,6.56
7882,6.56
7883,6.56
7884,6.56
7885,6.56
7886,6.56
7887,6.56
7888,6.56
7889,6.56
7890,15.35
7891,15.35
7892,15.35
7893,15.35
7894,15.35
7895,15.35
7896,15.35
7897,7.84
7898,7.84
7899,7.84
7900,7.84
7901,4.05
7902,4.05
7903,4.05
7904,4.05
7905,4.05
7906,4.05
7907,4.05
7908,4.05
7909,12.48
7910,12.48
7911,12.48
7912,15.01
7913,15.01
7914,15.01
7915,15.01
7916,15.01
7917,15.01
7918,15.01
7919,15.01
7920,7.15
7921,5.75
7922,5.75
7923,5.75
7924,5.75
7925,5.75
7926,5.75
7927,5.75
7928,5.75
7929,5.75
7930,5.75
7931,5.75
7932,5.75
7933,5.75
7934,5.75
7935,5.75
7936,13.08
7937,13.08
7938,13.08
7939,13.08
7940,16.79
7941,16.79
7942,16.79
7943,16.79
7944,16.79
7945,16.79
7946,16.79
7947,16.79
7948,7.87
7949,6.77
7950,5.77
7951,5.77
7952,5.77
7953,5.77
7954,5.77
7955,5.77
7956,5.77
7957,5.77
7958,5.77
7959,5.77
7960,12.88
7961,12.88
7962,12.88
7963,15.91
7964,15.91
7965,15.91
7966,15.91
7967,15.91
7968,15.91
7969,15.91
7970,15.91
7971,6.38
7972,6.38
7973,6.38
7974,6.38
7975,6.38
7976,6.38
7977,6.38
7978,6.38
7979,6.38
7980,6.38
7981,6.38
7982,6.38
7983,6.38
7984,6.38
7985,6.38
7986,6.38
7987,6.38
7988,14.76
7989,14.76
7990,14.76
7991,14.76
7992,9.14
7993,7.4
7994,7.4
7995,7.4
7996,7.4
7997,7.4
7998,13.27
7999,13.27
8000,13.27
8001,9.41
8002,9.41
8003,6.43
8004,6.43
8005,6.43
8006,6.43
8007,6.43
8008,6.43
8009,12.18
8010,12.18
8011,12.18
8012,14.62
8013,14.62
8014,14.62
8015,14.62
8016,14.62
8017,14.62
8018,14.62
8019,14.62
8020,14.62
8021,6.19
8022,6.19
8023,6.19
8024,6.19
8025,6.19
8026,6.19
8027,6.19
8028,6.19
8029,6.19
8030,6.19
8031,6.19
8032,6.19
8033,6.19
8034,6.19
8035,6.19
8036,6.19
8037,6.19
8038,6.19
8039,6.19
8040,6.19
8041,6.19
8042,6.19
8043,6.19
8044,6.19
8045,6.19
8046,13.93
8047,13.93
8048,13.93
8049,13.75
8050,13.75
8051,13.75
8052,13.75
8053,13.75
8054,13.75
8055,6.32
8056,6.32
8057,6.32
8058,6.32
8059,6.32
8060,6.32
8061,6.32
8062,6.32
8063,6.32
8064,12.67
8065,12.67
8066,12.67
8067,12.67
8068,15.98
8069,15.98
8070,15.98
8071,15.98
8072,15.98
8073,15.98
8074,15.98
8075,7.48
8076,7.48
8077,5.59
8078,5.59
8079,5.59
8080,5.59
8081,5.59
8082,5.59
8083,5.59
8084,5.59
8085,5.59
8086,5.59
8087,5.59
8088,5.59
8089,5.59
8090,14.21
8091,14.21
8092,15.75
8093,15.75
8094,15.75
8095,15.75
8096,15.75
8097,15.75
8098,15.75
8099,15.75
8100,7.83
8101,7.83
8102,5.15
8103,5.15
8104,5.15
8105,5.15
8106,5.15
8107,5.15
8108,5.15
8109,5.15
8110,5.15
8111,5.15
8112,5.15
8113,5.15
8114,5.15
8115,5.15
8116,5.15
8117,5.15
8118,13.66
8119,13.66
8120,13.66
8121,16.04
8122,16.04
8123,16.04
8124,16.04
8125,16.04
8126,16.04
8127,8.41
8128,8.41
8129,8.41
8130,8.41
8131,8.41
8132,3.32
8133,3.32
8134,3.32
8135,3.32
8136,3.32
8137,3.32
8138,3.32
8139,3.32
8140,10.83
8141,10.83
8142,10.83
8143,10.83
8144,10.83
8145,16.12
8146,16.12
8147,16.12
8148,16.12
8149,16.12
8150,16.12
8151,16.12
8152,16.12
8153,16.12
8154,7.6
8155,6.05
8156,6.05
8157,6.05
8158,6.05
8159,6.05
8160,6.05
8161,6.05
8162,6.05
8163,6.05
8164,6.05
8165,6.05
8166,6.05
8167,6.05
8168,12.86
8169,12.86
8170,12.86
8171,12.86
8172,12.86
8173,16.99
8174,16.99
8175,16.99
8176,16.99
8177,16.99
8178,16.99
8179,16.99
8180,16.99
8181,7.41
8182,7.41
8183,7.41
8184,7.41
8185,3.85
8186,3.85
8187,3.85
8188,3.85
8189,3.85
8190,3.85
8191,3.85
8192,3.85
8193,11.3
8194,11.3
8195,11.3
8196,11.3
8197,15.8
8198,15.8
8199,15.8
8200,15.8
8201,15.8
8202,15.8
8203,7.52
8204,6.23
8205,6.23
8206,6.23
8207,6.23
8208,6.23
8209,6.23
8210,6.23
8211,6.23
8212,6.23
8213,6.23
8214,6.23
8215,6.23
8216,6.23
8217,14.49
8218,14.49
8219,14.49
8220,14.49
8221,14.49
8222,14.49
8223,14.49
8224,14.49
8225,14.49
8226,14.49
8227,14.49
8228,14.49
8229,14.49
8230,14.49
8231,14.49
8232,14.49
8233,5.59
8234,5.59
8235,5.59
8236,5.59
8237,5.59
