"","variableValue","K","unsatisfied","Payoffs","TotalBM","GreenPatches","beta.i","k.i","numLoggers","numCheaters","param","depleted","lowK"
"134","20",12.03,38,-5.495,0.126286678076246,0.273740868896578,0.483176985388442,14.82,1,34,"monitoring",FALSE,FALSE
"135","20",13.15,45,-7.12,0.154131882329557,0.313725490196078,0.519364336322001,13.58,1,23,"monitoring",FALSE,FALSE
"136","20",12.61,35,-8.555,0.14245471842645,0.302960399846213,0.49456037837586,13.65,1,26,"monitoring",FALSE,FALSE
"137","20",13.14,44,-6.225,0.14576751822094,0.293733179546328,0.479941560458038,13.94,1,28,"monitoring",FALSE,FALSE
"138","20",12.68,42,-9.825,0.137141650519203,0.292964244521338,0.419433072729742,12.15,1,29,"monitoring",FALSE,FALSE
"139","20",11.66,41,-10.335,0.112785320005967,0.255670895809304,0.40706471170762,14.58,1,18,"monitoring",FALSE,FALSE
"140","20",8,33,-25.58,0.0541799490943238,0.168396770472895,0.529088589906477,18.29,1,16,"monitoring",TRUE,TRUE
"141","20",12.34,47,-9.945,0.131470056245199,0.291426374471357,0.470109003037907,16.85,1,20,"monitoring",FALSE,FALSE
"142","20",13.02,44,-6.815,0.136654512984597,0.279123414071511,0.468560497663475,16.25,1,28,"monitoring",FALSE,FALSE
"143","20",8.26,32,-19.675,0.05993631999204,0.169165705497885,0.403773486269061,16.62,1,6,"monitoring",TRUE,TRUE
"144","20",12.45,37,-8.22,0.126470078486717,0.288735101883891,0.414832437697819,13.28,1,36,"monitoring",FALSE,FALSE
"145","20",12.31,37,-8.99,0.132267622818157,0.27681660899654,0.485962586378216,15.17,1,22,"monitoring",FALSE,FALSE
"146","20",12.69,45,-7.7,0.144375356107712,0.301422529796232,0.416908317237692,11.51,1,29,"monitoring",FALSE,FALSE
"147","20",7.94,25,-29.495,0.0443247108721919,0.136485966935794,0.491210562351488,18.46,1,9,"monitoring",TRUE,TRUE
"148","20",8.23,23,-27.165,0.0527606134140545,0.158016147635525,0.481257331794185,17.28,1,11,"monitoring",TRUE,TRUE
"149","20",12.89,40,-8.235,0.140501204579887,0.293733179546328,0.497772293629404,14.4,1,21,"monitoring",FALSE,FALSE
"150","20",12.04,40,-11.11,0.131084289671547,0.286812764321415,0.495866760920907,15.48,1,23,"monitoring",FALSE,FALSE
"151","30",8.35,39,-25.92,0.0554858857086653,0.164167627835448,0.440950649083341,17.22,1,9,"monitoring",TRUE,TRUE
"152","30",12.69,37,-3.465,0.135915702725513,0.281814686658977,0.508680068081997,14.63,1,24,"monitoring",FALSE,FALSE
"153","30",12.19,33,-2.965,0.133285284688222,0.281045751633987,0.462948804904282,13.85,1,24,"monitoring",FALSE,FALSE
"154","30",10.74,40,-13.365,0.101924270639354,0.245290272971934,0.441240428251998,14.34,1,12,"monitoring",FALSE,FALSE
"155","30",13.2,40,-5.145,0.152958188935152,0.307574009996155,0.507420980301711,14.78,1,20,"monitoring",FALSE,FALSE
"156","30",13.23,46,-3.755,0.140815822002472,0.301038062283737,0.372824921677554,10.66,1,23,"monitoring",FALSE,FALSE
"157","30",13.31,51,-10.785,0.149996267821154,0.302191464821223,0.589158062504073,17.92,1,24,"monitoring",FALSE,FALSE
"158","30",11.78,47,-14.69,0.113614941958528,0.261053440984237,0.365149052763409,13.2,1,23,"monitoring",FALSE,FALSE
"159","30",7.98,26,-24.865,0.0509223721678841,0.160707420222991,0.518341517354844,16.75,1,8,"monitoring",TRUE,TRUE
"160","30",12.84,38,-8.745,0.145112408396472,0.302960399846213,0.455879324963973,11.72,1,25,"monitoring",FALSE,FALSE
"161","30",8.06,18,-25.535,0.048341138283902,0.146097654748174,0.486278908363575,17.25,1,6,"monitoring",TRUE,TRUE
"162","30",12.33,36,-6.395,0.134487119089534,0.294117647058824,0.395335598330692,13.2,1,12,"monitoring",FALSE,FALSE
"163","30",7.69,34,-29.04,0.0599798014631623,0.166474432910419,0.530067495087605,16.5,1,10,"monitoring",TRUE,TRUE
"164","30",11.23,31,-9.165,0.110991910821742,0.25836216839677,0.469402785840404,15.2,1,17,"monitoring",FALSE,FALSE
"165","30",12.33,46,-7.99,0.114149881146003,0.251441753171857,0.552051638609648,16.25,1,16,"monitoring",FALSE,FALSE
"166","30",7.9,24,-26.83,0.0430505685218432,0.136870434448289,0.487659752563202,17.22,1,13,"monitoring",TRUE,TRUE
"167","30",12.34,41,-6.58,0.12013331687446,0.265667051134179,0.510972517670526,15.43,1,24,"monitoring",FALSE,FALSE
"168","30",7.86,24,-25.555,0.0448944538484517,0.142252979623222,0.390861237329099,14.21,1,6,"monitoring",TRUE,TRUE
"169","30",12.51,39,-6.195,0.144480559759819,0.28642829680892,0.523418108658836,15.56,1,18,"monitoring",FALSE,FALSE
"170","30",11.81,39,-6.76,0.113210101407896,0.246059207996924,0.478357954116798,14.19,1,25,"monitoring",FALSE,FALSE
"171","30",12.35,35,-11.495,0.125123762376238,0.271049596309112,0.478830579980636,15.51,1,31,"monitoring",FALSE,FALSE
"172","30",12.6,50,-4.905,0.142465753424658,0.302191464821223,0.441858452964428,12.65,1,16,"monitoring",FALSE,FALSE
"173","30",13.04,36,0.685,0.151330874289702,0.315263360246059,0.454629690152755,13.52,1,20,"monitoring",FALSE,FALSE
"174","30",12.37,41,-8.695,0.130168014934661,0.274509803921569,0.409394238914578,13.35,1,17,"monitoring",FALSE,FALSE
"175","30",10.91,37,-18.765,0.0969916627495609,0.234140715109573,0.410582410198456,12.43,1,23,"monitoring",TRUE,FALSE
"176","30",12.36,31,-5.505,0.136955657188308,0.29757785467128,0.437767747899073,12.66,1,21,"monitoring",FALSE,FALSE
"177","30",12.83,39,-3.885,0.144789903415314,0.301806997308727,0.422695512719403,13.34,1,14,"monitoring",FALSE,FALSE
"178","30",7.99,30,-26.115,0.0446005311359857,0.140330642060746,0.542642549809195,17.44,1,5,"monitoring",TRUE,TRUE
"179","30",11.02,39,-12,0.121713525367765,0.269127258746636,0.438698125413146,16.42,1,19,"monitoring",FALSE,FALSE
"180","30",12.53,40,-2.44,0.136305021698698,0.280661284121492,0.41343762956417,12.68,1,27,"monitoring",FALSE,FALSE
"181","30",8.04,38,-27.82,0.0517579823580569,0.156862745098039,0.482640513399255,17.82,1,11,"monitoring",TRUE,TRUE
"182","30",12.74,54,-9.72,0.13234821318165,0.281045751633987,0.472674832097776,15.17,1,15,"monitoring",FALSE,FALSE
"183","30",11.78,30,-9.315,0.12002667259391,0.273356401384083,0.345400776390063,13.04,1,20,"monitoring",FALSE,FALSE
"184","30",13.14,41,-3.41,0.145367924761176,0.301422529796232,0.481784067453398,14.71,1,24,"monitoring",FALSE,FALSE
"185","30",14.82,56,3.91,0.176093588544998,0.339484813533256,0.497081743074625,14.33,1,33,"monitoring",FALSE,FALSE
"186","30",12.82,54,-9.265,0.141319461687441,0.300269127258747,0.53881754039489,15.56,1,12,"monitoring",FALSE,FALSE
"187","30",7.87,17,-22.66,0.0514131462407324,0.151864667435602,0.510773420417082,16.55,1,11,"monitoring",TRUE,TRUE
"188","30",13.05,36,-4.3,0.159717934151703,0.324875048058439,0.516805661926054,13.38,1,27,"monitoring",FALSE,FALSE
"189","30",10.77,34,-15.28,0.0936553641463536,0.22798923490965,0.41760534017932,15.03,1,16,"monitoring",TRUE,FALSE
"190","30",12.08,36,-3.91,0.138140843679806,0.291041906958862,0.475075873565359,11.66,1,19,"monitoring",FALSE,FALSE
"191","30",12.2,38,-5.255,0.135691749683253,0.299884659746251,0.505217039071058,13.58,1,18,"monitoring",FALSE,FALSE
"192","30",12.72,44,-10.37,0.135114179235137,0.290272971933872,0.338420600002172,10.13,1,23,"monitoring",FALSE,FALSE
"193","30",8.01,25,-22.63,0.0551374102500619,0.170319108035371,0.626429367092868,18.57,1,15,"monitoring",TRUE,TRUE
"194","30",13.28,51,-13.215,0.144403569386791,0.285274894271434,0.474270036595865,14.1,1,19,"monitoring",FALSE,FALSE
"195","30",12.4,42,-11.435,0.127042014287855,0.274125336409073,0.472651751745824,13.65,1,24,"monitoring",FALSE,FALSE
"196","30",13.05,35,-0.78,0.151781944616913,0.311803152633602,0.496083130219244,12.77,1,18,"monitoring",FALSE,FALSE
"197","30",12.62,39,-3.06,0.127941103931337,0.280661284121492,0.42088060389385,14.08,1,26,"monitoring",FALSE,FALSE
"198","30",12.87,49,-7.325,0.132809401031337,0.282583621683968,0.416144297502183,11.54,1,16,"monitoring",FALSE,FALSE
"199","30",13.15,36,0.42,0.172589965526649,0.328719723183391,0.478646256691269,14.69,1,17,"monitoring",FALSE,FALSE
"200","30",11.99,42,-10.26,0.119868637110016,0.267589388696655,0.428887455458214,15.95,1,20,"monitoring",FALSE,FALSE
"201","40",7.67,20,-26.83,0.0476278679212665,0.14801999231065,0.456835933745856,17.71,1,9,"monitoring",TRUE,TRUE
"202","40",12.13,37,-4.005,0.141254279872897,0.304498269896194,0.427019324152528,10.94,1,16,"monitoring",FALSE,FALSE
"203","40",8,36,-28.5,0.0572033898305085,0.164936562860438,0.593387260898822,18.42,1,4,"monitoring",TRUE,TRUE
"204","40",11.7,48,-8.345,0.127728334907771,0.283737024221453,0.44507097991784,11.84,1,18,"monitoring",FALSE,FALSE
"205","40",12.37,55,-15.16,0.132282937472108,0.287581699346405,0.489852580397385,15.63,1,18,"monitoring",FALSE,FALSE
"206","40",8.42,25,-26,0.0593086028428508,0.1680123029604,0.552429982140116,17.43,1,12,"monitoring",TRUE,TRUE
"207","40",13.23,34,0.74,0.168498801907068,0.34640522875817,0.574184662648179,13.47,1,15,"monitoring",FALSE,FALSE
"208","40",12.86,38,-0.56,0.152208904957654,0.309111880046136,0.538704430739152,14.7,1,19,"monitoring",FALSE,FALSE
"209","40",11.87,28,-2.01,0.136700913242009,0.299884659746251,0.436218173327286,12.73,1,10,"monitoring",FALSE,FALSE
"210","40",12.11,46,-5.21,0.118470658266779,0.261053440984237,0.386152657680686,12.42,1,22,"monitoring",FALSE,FALSE
"211","40",12.93,36,-2.535,0.145488899385923,0.312187620146098,0.459321094315937,12.87,1,19,"monitoring",FALSE,FALSE
"212","40",11.61,33,-5.125,0.12566183383641,0.273356401384083,0.572382285184579,16.41,1,19,"monitoring",FALSE,FALSE
"213","40",12.55,37,-3.895,0.142658177477119,0.301422529796232,0.423900068785355,12.4,1,19,"monitoring",FALSE,FALSE
